ProductID,ProductTHTDatum,CStatusProduct,FStatusProduct,PStatusProduct,SoortProductID
935,2024-12-12,In Productie,Niet gevuld,Verpakt,1
936,2024-01-13,Gemaakt,Gevuld,Niet verpakt,2
937,2024-02-14,In Productie,Niet gevuld,Niet verpakt,2
938,2024-03-15,Gemaakt,Niet gevuld,Niet verpakt,2
939,2024-04-16,In Productie,Gevuld,Niet verpakt,1
940,2024-05-17,Gemaakt,Niet gevuld,Verpakt,2
941,2024-06-18,In Productie,Niet gevuld,Niet verpakt,1
942,2024-07-19,Gemaakt,Gevuld,Niet verpakt,2
943,2024-08-20,In Productie,Niet gevuld,Niet verpakt,2
944,2024-09-21,Gemaakt,Niet gevuld,Niet verpakt,1
945,2024-10-22,In Productie,Gevuld,Verpakt,2
946,2024-11-23,Gemaakt,Niet gevuld,Niet verpakt,2
947,2024-12-24,In Productie,Niet gevuld,Niet verpakt,2
948,2024-01-25,Gemaakt,Gevuld,Niet verpakt,2
949,2024-02-26,In Productie,Niet gevuld,Niet verpakt,2
950,2024-03-27,Gemaakt,Niet gevuld,Verpakt,1
951,2024-04-28,In Productie,Gevuld,Niet verpakt,1
952,2024-05-01,Gemaakt,Niet gevuld,Niet verpakt,1
953,2024-06-02,In Productie,Niet gevuld,Niet verpakt,1
954,2024-07-03,Gemaakt,Gevuld,Niet verpakt,2
955,2024-08-04,In Productie,Niet gevuld,Verpakt,1
956,2024-09-05,Gemaakt,Niet gevuld,Niet verpakt,1
957,2024-10-06,In Productie,Gevuld,Niet verpakt,2
958,2024-11-07,Gemaakt,Niet gevuld,Niet verpakt,2
959,2024-12-08,In Productie,Niet gevuld,Niet verpakt,1
960,2024-01-09,Gemaakt,Gevuld,Verpakt,2
961,2024-02-10,In Productie,Niet gevuld,Niet verpakt,2
962,2024-03-11,Gemaakt,Niet gevuld,Niet verpakt,1
963,2024-04-12,In Productie,Gevuld,Niet verpakt,2
964,2024-05-13,Gemaakt,Niet gevuld,Niet verpakt,1
965,2024-06-14,In Productie,Niet gevuld,Verpakt,1
966,2024-07-15,Gemaakt,Gevuld,Niet verpakt,1
967,2024-08-16,In Productie,Niet gevuld,Niet verpakt,2
968,2024-09-17,Gemaakt,Niet gevuld,Niet verpakt,1
969,2024-10-18,In Productie,Gevuld,Niet verpakt,2
970,2024-11-19,Gemaakt,Niet gevuld,Verpakt,1
971,2024-12-20,In Productie,Niet gevuld,Niet verpakt,1
972,2024-01-21,Gemaakt,Gevuld,Niet verpakt,1
973,2024-02-22,In Productie,Niet gevuld,Niet verpakt,1
974,2024-03-23,Gemaakt,Niet gevuld,Niet verpakt,2
975,2024-04-24,In Productie,Gevuld,Verpakt,1
976,2024-05-25,Gemaakt,Niet gevuld,Niet verpakt,1
977,2024-06-26,In Productie,Niet gevuld,Niet verpakt,2
978,2024-07-27,Gemaakt,Gevuld,Niet verpakt,1
979,2024-08-28,In Productie,Niet gevuld,Niet verpakt,2
980,2024-09-01,Gemaakt,Niet gevuld,Verpakt,2
981,2024-10-02,In Productie,Gevuld,Niet verpakt,1
982,2024-11-03,Gemaakt,Niet gevuld,Niet verpakt,2
983,2024-12-04,In Productie,Niet gevuld,Niet verpakt,2
984,2024-01-05,Gemaakt,Gevuld,Niet verpakt,2
985,2024-02-06,In Productie,Niet gevuld,Verpakt,1
986,2024-03-07,Gemaakt,Niet gevuld,Niet verpakt,1
987,2024-04-08,In Productie,Gevuld,Niet verpakt,1
988,2024-05-09,Gemaakt,Niet gevuld,Niet verpakt,1
989,2024-06-10,In Productie,Niet gevuld,Niet verpakt,2
990,2024-07-11,Gemaakt,Gevuld,Verpakt,2
991,2024-08-12,In Productie,Niet gevuld,Niet verpakt,1
992,2024-09-13,Gemaakt,Niet gevuld,Niet verpakt,2
993,2024-10-14,In Productie,Gevuld,Niet verpakt,2
994,2024-11-15,Gemaakt,Niet gevuld,Niet verpakt,1
995,2024-12-16,In Productie,Niet gevuld,Verpakt,2
996,2024-01-17,Gemaakt,Gevuld,Niet verpakt,2
997,2024-02-18,In Productie,Niet gevuld,Niet verpakt,1
998,2024-03-19,Gemaakt,Niet gevuld,Niet verpakt,2
999,2024-04-20,In Productie,Gevuld,Niet verpakt,1
1000,2024-05-21,Gemaakt,Niet gevuld,Verpakt,1
1001,2024-06-22,In Productie,Niet gevuld,Niet verpakt,2
1002,2024-07-23,Gemaakt,Gevuld,Niet verpakt,2
1003,2024-08-24,In Productie,Niet gevuld,Niet verpakt,2
1004,2024-09-25,Gemaakt,Niet gevuld,Niet verpakt,1
1005,2024-10-26,In Productie,Gevuld,Verpakt,2
1006,2024-11-27,Gemaakt,Niet gevuld,Niet verpakt,1
1007,2024-12-28,In Productie,Niet gevuld,Niet verpakt,1
1008,2024-01-01,Gemaakt,Gevuld,Niet verpakt,1
1009,2024-02-02,In Productie,Niet gevuld,Niet verpakt,2
1010,2024-03-03,Gemaakt,Niet gevuld,Verpakt,2
1011,2024-04-04,In Productie,Gevuld,Niet verpakt,2
1012,2024-05-05,Gemaakt,Niet gevuld,Niet verpakt,2
1013,2024-06-06,In Productie,Niet gevuld,Niet verpakt,1
1014,2024-07-07,Gemaakt,Gevuld,Niet verpakt,1
1015,2024-08-08,In Productie,Niet gevuld,Verpakt,2
1016,2024-09-09,Gemaakt,Niet gevuld,Niet verpakt,2
1017,2024-10-10,In Productie,Gevuld,Niet verpakt,1
1018,2024-11-11,Gemaakt,Niet gevuld,Niet verpakt,2
1019,2024-12-12,In Productie,Niet gevuld,Niet verpakt,2
1020,2024-01-13,Gemaakt,Gevuld,Verpakt,2
1021,2024-02-14,In Productie,Niet gevuld,Niet verpakt,1
1022,2024-03-15,Gemaakt,Niet gevuld,Niet verpakt,2
1023,2024-04-16,In Productie,Gevuld,Niet verpakt,2
1024,2024-05-17,Gemaakt,Niet gevuld,Niet verpakt,2
1025,2024-06-18,In Productie,Niet gevuld,Verpakt,2
1026,2024-07-19,Gemaakt,Gevuld,Niet verpakt,2
1027,2024-08-20,In Productie,Niet gevuld,Niet verpakt,1
1028,2024-09-21,Gemaakt,Niet gevuld,Niet verpakt,1
1029,2024-10-22,In Productie,Gevuld,Niet verpakt,2
1030,2024-11-23,Gemaakt,Niet gevuld,Verpakt,2
1031,2024-12-24,In Productie,Niet gevuld,Niet verpakt,1
1032,2024-01-25,Gemaakt,Gevuld,Niet verpakt,2
1033,2024-02-26,In Productie,Niet gevuld,Niet verpakt,2
1034,2024-03-27,Gemaakt,Niet gevuld,Niet verpakt,1
1035,2024-04-28,In Productie,Gevuld,Verpakt,2
1036,2024-05-01,Gemaakt,Niet gevuld,Niet verpakt,2
1037,2024-06-02,In Productie,Niet gevuld,Niet verpakt,1
1038,2024-07-03,Gemaakt,Gevuld,Niet verpakt,2
1039,2024-08-04,In Productie,Niet gevuld,Niet verpakt,2
1040,2024-09-05,Gemaakt,Niet gevuld,Verpakt,2
1041,2024-10-06,In Productie,Gevuld,Niet verpakt,1
1042,2024-11-07,Gemaakt,Niet gevuld,Niet verpakt,2
1043,2024-12-08,In Productie,Niet gevuld,Niet verpakt,1
1044,2024-01-09,Gemaakt,Gevuld,Niet verpakt,2
1045,2024-02-10,In Productie,Niet gevuld,Verpakt,2
1046,2024-03-11,Gemaakt,Niet gevuld,Niet verpakt,2
1047,2024-04-12,In Productie,Gevuld,Niet verpakt,2
1048,2024-05-13,Gemaakt,Niet gevuld,Niet verpakt,1
1049,2024-06-14,In Productie,Niet gevuld,Niet verpakt,1
1050,2024-07-15,Gemaakt,Gevuld,Verpakt,1
1051,2024-08-16,In Productie,Niet gevuld,Niet verpakt,2
1052,2024-09-17,Gemaakt,Niet gevuld,Niet verpakt,2
1053,2024-10-18,In Productie,Gevuld,Niet verpakt,1
1054,2024-11-19,Gemaakt,Niet gevuld,Niet verpakt,1
1055,2024-12-20,In Productie,Niet gevuld,Verpakt,1
1056,2024-01-21,Gemaakt,Gevuld,Niet verpakt,1
1057,2024-02-22,In Productie,Niet gevuld,Niet verpakt,1
1058,2024-03-23,Gemaakt,Niet gevuld,Niet verpakt,2
1059,2024-04-24,In Productie,Gevuld,Niet verpakt,2
1060,2024-05-25,Gemaakt,Niet gevuld,Verpakt,1
1061,2024-06-26,In Productie,Niet gevuld,Niet verpakt,2
1062,2024-07-27,Gemaakt,Gevuld,Niet verpakt,2
1063,2024-08-28,In Productie,Niet gevuld,Niet verpakt,2
1064,2024-09-01,Gemaakt,Niet gevuld,Niet verpakt,2
1065,2024-10-02,In Productie,Gevuld,Verpakt,1
1066,2024-11-03,Gemaakt,Niet gevuld,Niet verpakt,1
1067,2024-12-04,In Productie,Niet gevuld,Niet verpakt,1
1068,2024-01-05,Gemaakt,Gevuld,Niet verpakt,2
1069,2024-02-06,In Productie,Niet gevuld,Niet verpakt,1
1070,2024-03-07,Gemaakt,Niet gevuld,Verpakt,1
1071,2024-04-08,In Productie,Gevuld,Niet verpakt,2
1072,2024-05-09,Gemaakt,Niet gevuld,Niet verpakt,2
1073,2024-06-10,In Productie,Niet gevuld,Niet verpakt,2
1074,2024-07-11,Gemaakt,Gevuld,Niet verpakt,2
1075,2024-08-12,In Productie,Niet gevuld,Verpakt,2
1076,2024-09-13,Gemaakt,Niet gevuld,Niet verpakt,2
1077,2024-10-14,In Productie,Gevuld,Niet verpakt,2
1078,2024-11-15,Gemaakt,Niet gevuld,Niet verpakt,1
1079,2024-12-16,In Productie,Niet gevuld,Niet verpakt,1
1080,2024-01-17,Gemaakt,Gevuld,Verpakt,2
1081,2024-02-18,In Productie,Niet gevuld,Niet verpakt,1
1082,2024-03-19,Gemaakt,Niet gevuld,Niet verpakt,1
1083,2024-04-20,In Productie,Gevuld,Niet verpakt,1
1084,2024-05-21,Gemaakt,Niet gevuld,Niet verpakt,2
1085,2024-06-22,In Productie,Niet gevuld,Verpakt,2
1086,2024-07-23,Gemaakt,Gevuld,Niet verpakt,2
1087,2024-08-24,In Productie,Niet gevuld,Niet verpakt,1
1088,2024-09-25,Gemaakt,Niet gevuld,Niet verpakt,1
1089,2024-10-26,In Productie,Gevuld,Niet verpakt,1
1090,2024-11-27,Gemaakt,Niet gevuld,Verpakt,2
1091,2024-12-28,In Productie,Niet gevuld,Niet verpakt,2
1092,2024-01-01,Gemaakt,Gevuld,Niet verpakt,1
1093,2024-02-02,In Productie,Niet gevuld,Niet verpakt,2
1094,2024-03-03,Gemaakt,Niet gevuld,Niet verpakt,2
1095,2024-04-04,In Productie,Gevuld,Verpakt,1
1096,2024-05-05,Gemaakt,Niet gevuld,Niet verpakt,1
1097,2024-06-06,In Productie,Niet gevuld,Niet verpakt,2
1098,2024-07-07,Gemaakt,Gevuld,Niet verpakt,1
1099,2024-08-08,In Productie,Niet gevuld,Niet verpakt,2
1100,2024-09-09,Gemaakt,Niet gevuld,Verpakt,1
1101,2024-10-10,In Productie,Gevuld,Niet verpakt,1
1102,2024-11-11,Gemaakt,Niet gevuld,Niet verpakt,1
1103,2024-12-12,In Productie,Niet gevuld,Niet verpakt,2
1104,2024-01-13,Gemaakt,Gevuld,Niet verpakt,2
1105,2024-02-14,In Productie,Niet gevuld,Verpakt,2
1106,2024-03-15,Gemaakt,Niet gevuld,Niet verpakt,1
1107,2024-04-16,In Productie,Gevuld,Niet verpakt,1
1108,2024-05-17,Gemaakt,Niet gevuld,Niet verpakt,1
1109,2024-06-18,In Productie,Niet gevuld,Niet verpakt,2
1110,2024-07-19,Gemaakt,Gevuld,Verpakt,2
1111,2024-08-20,In Productie,Niet gevuld,Niet verpakt,2
1112,2024-09-21,Gemaakt,Niet gevuld,Niet verpakt,2
1113,2024-10-22,In Productie,Gevuld,Niet verpakt,1
1114,2024-11-23,Gemaakt,Niet gevuld,Niet verpakt,2
1115,2024-12-24,In Productie,Niet gevuld,Verpakt,1
1116,2024-01-25,Gemaakt,Gevuld,Niet verpakt,1
1117,2024-02-26,In Productie,Niet gevuld,Niet verpakt,2
1118,2024-03-27,Gemaakt,Niet gevuld,Niet verpakt,2
1119,2024-04-28,In Productie,Gevuld,Niet verpakt,1
1120,2024-05-01,Gemaakt,Niet gevuld,Verpakt,1
1121,2024-06-02,In Productie,Niet gevuld,Niet verpakt,2
1122,2024-07-03,Gemaakt,Gevuld,Niet verpakt,1
1123,2024-08-04,In Productie,Niet gevuld,Niet verpakt,1
1124,2024-09-05,Gemaakt,Niet gevuld,Niet verpakt,2
1125,2024-10-06,In Productie,Gevuld,Verpakt,1
1126,2024-11-07,Gemaakt,Niet gevuld,Niet verpakt,1
1127,2024-12-08,In Productie,Niet gevuld,Niet verpakt,1
1128,2024-01-09,Gemaakt,Gevuld,Niet verpakt,2
1129,2024-02-10,In Productie,Niet gevuld,Niet verpakt,1
1130,2024-03-11,Gemaakt,Niet gevuld,Verpakt,1
1131,2024-04-12,In Productie,Gevuld,Niet verpakt,1
1132,2024-05-13,Gemaakt,Niet gevuld,Niet verpakt,2
1133,2024-06-14,In Productie,Niet gevuld,Niet verpakt,1
1134,2024-07-15,Gemaakt,Gevuld,Niet verpakt,2
1135,2024-08-16,In Productie,Niet gevuld,Verpakt,2
1136,2024-09-17,Gemaakt,Niet gevuld,Niet verpakt,1
1137,2024-10-18,In Productie,Gevuld,Niet verpakt,2
1138,2024-11-19,Gemaakt,Niet gevuld,Niet verpakt,2
1139,2024-12-20,In Productie,Niet gevuld,Niet verpakt,2
1140,2024-01-21,Gemaakt,Gevuld,Verpakt,2
1141,2024-02-22,In Productie,Niet gevuld,Niet verpakt,2
1142,2024-03-23,Gemaakt,Niet gevuld,Niet verpakt,1
1143,2024-04-24,In Productie,Gevuld,Niet verpakt,1
1144,2024-05-25,Gemaakt,Niet gevuld,Niet verpakt,1
1145,2024-06-26,In Productie,Niet gevuld,Verpakt,2
1146,2024-07-27,Gemaakt,Gevuld,Niet verpakt,1
1147,2024-08-28,In Productie,Niet gevuld,Niet verpakt,2
1148,2024-09-01,Gemaakt,Niet gevuld,Niet verpakt,1
1149,2024-10-02,In Productie,Gevuld,Niet verpakt,1
1150,2024-11-03,Gemaakt,Niet gevuld,Verpakt,2
1151,2024-12-04,In Productie,Niet gevuld,Niet verpakt,1
1152,2024-01-05,Gemaakt,Gevuld,Niet verpakt,2
1153,2024-02-06,In Productie,Niet gevuld,Niet verpakt,1
1154,2024-03-07,Gemaakt,Niet gevuld,Niet verpakt,2
1155,2024-04-08,In Productie,Gevuld,Verpakt,2
1156,2024-05-09,Gemaakt,Niet gevuld,Niet verpakt,1
1157,2024-06-10,In Productie,Niet gevuld,Niet verpakt,1
1158,2024-07-11,Gemaakt,Gevuld,Niet verpakt,2
1159,2024-08-12,In Productie,Niet gevuld,Niet verpakt,2
1160,2024-09-13,Gemaakt,Niet gevuld,Verpakt,1
1161,2024-10-14,In Productie,Gevuld,Niet verpakt,1
1162,2024-11-15,Gemaakt,Niet gevuld,Niet verpakt,1
1163,2024-12-16,In Productie,Niet gevuld,Niet verpakt,2
1164,2024-01-17,Gemaakt,Gevuld,Niet verpakt,2
1165,2024-02-18,In Productie,Niet gevuld,Verpakt,1
1166,2024-03-19,Gemaakt,Niet gevuld,Niet verpakt,1
1167,2024-04-20,In Productie,Gevuld,Niet verpakt,1
1168,2024-05-21,Gemaakt,Niet gevuld,Niet verpakt,2
1169,2024-06-22,In Productie,Niet gevuld,Niet verpakt,2
1170,2024-07-23,Gemaakt,Gevuld,Verpakt,1
1171,2024-08-24,In Productie,Niet gevuld,Niet verpakt,1
1172,2024-09-25,Gemaakt,Niet gevuld,Niet verpakt,1
1173,2024-10-26,In Productie,Gevuld,Niet verpakt,1
1174,2024-11-27,Gemaakt,Niet gevuld,Niet verpakt,1
1175,2024-12-28,In Productie,Niet gevuld,Verpakt,2
1176,2024-01-01,Gemaakt,Gevuld,Niet verpakt,1
1177,2024-02-02,In Productie,Niet gevuld,Niet verpakt,2
1178,2024-03-03,Gemaakt,Niet gevuld,Niet verpakt,2
1179,2024-04-04,In Productie,Gevuld,Niet verpakt,2
1180,2024-05-05,Gemaakt,Niet gevuld,Verpakt,1
1181,2024-06-06,In Productie,Niet gevuld,Niet verpakt,2
1182,2024-07-07,Gemaakt,Gevuld,Niet verpakt,2
1183,2024-08-08,In Productie,Niet gevuld,Niet verpakt,1
1184,2024-09-09,Gemaakt,Niet gevuld,Niet verpakt,1
1185,2024-10-10,In Productie,Gevuld,Verpakt,2
1186,2024-11-11,Gemaakt,Niet gevuld,Niet verpakt,1
1187,2024-12-12,In Productie,Niet gevuld,Niet verpakt,1
1188,2024-01-13,Gemaakt,Gevuld,Niet verpakt,1
1189,2024-02-14,In Productie,Niet gevuld,Niet verpakt,2
1190,2024-03-15,Gemaakt,Niet gevuld,Verpakt,2
1191,2024-04-16,In Productie,Gevuld,Niet verpakt,2
1192,2024-05-17,Gemaakt,Niet gevuld,Niet verpakt,1
1193,2024-06-18,In Productie,Niet gevuld,Niet verpakt,1
1194,2024-07-19,Gemaakt,Gevuld,Niet verpakt,1
1195,2024-08-20,In Productie,Niet gevuld,Verpakt,2
1196,2024-09-21,Gemaakt,Niet gevuld,Niet verpakt,2
1197,2024-10-22,In Productie,Gevuld,Niet verpakt,2
1198,2024-11-23,Gemaakt,Niet gevuld,Niet verpakt,2
1199,2024-12-24,In Productie,Niet gevuld,Niet verpakt,1
1200,2024-01-25,Gemaakt,Gevuld,Verpakt,2
1201,2024-02-26,In Productie,Niet gevuld,Niet verpakt,1
1202,2024-03-27,Gemaakt,Niet gevuld,Niet verpakt,2
1203,2024-04-28,In Productie,Gevuld,Niet verpakt,1
1204,2024-05-01,Gemaakt,Niet gevuld,Niet verpakt,1
1205,2024-06-02,In Productie,Niet gevuld,Verpakt,1
1206,2024-07-03,Gemaakt,Gevuld,Niet verpakt,2
1207,2024-08-04,In Productie,Niet gevuld,Niet verpakt,1
1208,2024-09-05,Gemaakt,Niet gevuld,Niet verpakt,1
1209,2024-10-06,In Productie,Gevuld,Niet verpakt,2
1210,2024-11-07,Gemaakt,Niet gevuld,Verpakt,1
1211,2024-12-08,In Productie,Niet gevuld,Niet verpakt,1
1212,2024-01-09,Gemaakt,Gevuld,Niet verpakt,2
1213,2024-02-10,In Productie,Niet gevuld,Niet verpakt,2
1214,2024-03-11,Gemaakt,Niet gevuld,Niet verpakt,1
1215,2024-04-12,In Productie,Gevuld,Verpakt,1
1216,2024-05-13,Gemaakt,Niet gevuld,Niet verpakt,1
1217,2024-06-14,In Productie,Niet gevuld,Niet verpakt,2
1218,2024-07-15,Gemaakt,Gevuld,Niet verpakt,2
1219,2024-08-16,In Productie,Niet gevuld,Niet verpakt,1
1220,2024-09-17,Gemaakt,Niet gevuld,Verpakt,2
1221,2024-10-18,In Productie,Gevuld,Niet verpakt,2
1222,2024-11-19,Gemaakt,Niet gevuld,Niet verpakt,2
1223,2024-12-20,In Productie,Niet gevuld,Niet verpakt,2
1224,2024-01-21,Gemaakt,Gevuld,Niet verpakt,1
1225,2024-02-22,In Productie,Niet gevuld,Verpakt,2
1226,2024-03-23,Gemaakt,Niet gevuld,Niet verpakt,1
1227,2024-04-24,In Productie,Gevuld,Niet verpakt,1
1228,2024-05-25,Gemaakt,Niet gevuld,Niet verpakt,2
1229,2024-06-26,In Productie,Niet gevuld,Niet verpakt,2
1230,2024-07-27,Gemaakt,Gevuld,Verpakt,2
1231,2024-08-28,In Productie,Niet gevuld,Niet verpakt,2
1232,2024-09-01,Gemaakt,Niet gevuld,Niet verpakt,1
1233,2024-10-02,In Productie,Gevuld,Niet verpakt,1
1234,2024-11-03,Gemaakt,Niet gevuld,Niet verpakt,1
1235,2024-12-04,In Productie,Niet gevuld,Verpakt,1
1236,2024-01-05,Gemaakt,Gevuld,Niet verpakt,2
1237,2024-02-06,In Productie,Niet gevuld,Niet verpakt,1
1238,2024-03-07,Gemaakt,Niet gevuld,Niet verpakt,2
1239,2024-04-08,In Productie,Gevuld,Niet verpakt,1
1240,2024-05-09,Gemaakt,Niet gevuld,Verpakt,2
1241,2024-06-10,In Productie,Niet gevuld,Niet verpakt,2
1242,2024-07-11,Gemaakt,Gevuld,Niet verpakt,1
1243,2024-08-12,In Productie,Niet gevuld,Niet verpakt,2
1244,2024-09-13,Gemaakt,Niet gevuld,Niet verpakt,2
1245,2024-10-14,In Productie,Gevuld,Verpakt,2
1246,2024-11-15,Gemaakt,Niet gevuld,Niet verpakt,2
1247,2024-12-16,In Productie,Niet gevuld,Niet verpakt,1
1248,2024-01-17,Gemaakt,Gevuld,Niet verpakt,1
1249,2024-02-18,In Productie,Niet gevuld,Niet verpakt,1
1250,2024-03-19,Gemaakt,Niet gevuld,Verpakt,2
1251,2024-04-20,In Productie,Gevuld,Niet verpakt,2
1252,2024-05-21,Gemaakt,Niet gevuld,Niet verpakt,2
1253,2024-06-22,In Productie,Niet gevuld,Niet verpakt,1
1254,2024-07-23,Gemaakt,Gevuld,Niet verpakt,2
1255,2024-08-24,In Productie,Niet gevuld,Verpakt,2
1256,2024-09-25,Gemaakt,Niet gevuld,Niet verpakt,2
1257,2024-10-26,In Productie,Gevuld,Niet verpakt,1
1258,2024-11-27,Gemaakt,Niet gevuld,Niet verpakt,2
1259,2024-12-28,In Productie,Niet gevuld,Niet verpakt,1
1260,2024-01-01,Gemaakt,Gevuld,Verpakt,2
1261,2024-02-02,In Productie,Niet gevuld,Niet verpakt,2
1262,2024-03-03,Gemaakt,Niet gevuld,Niet verpakt,1
1263,2024-04-04,In Productie,Gevuld,Niet verpakt,1
1264,2024-05-05,Gemaakt,Niet gevuld,Niet verpakt,1
1265,2024-06-06,In Productie,Niet gevuld,Verpakt,2
1266,2024-07-07,Gemaakt,Gevuld,Niet verpakt,2
1267,2024-08-08,In Productie,Niet gevuld,Niet verpakt,1
1268,2024-09-09,Gemaakt,Niet gevuld,Niet verpakt,2
1269,2024-10-10,In Productie,Gevuld,Niet verpakt,1
1270,2024-11-11,Gemaakt,Niet gevuld,Verpakt,1
1271,2024-12-12,In Productie,Niet gevuld,Niet verpakt,1
1272,2024-01-13,Gemaakt,Gevuld,Niet verpakt,1
1273,2024-02-14,In Productie,Niet gevuld,Niet verpakt,1
1274,2024-03-15,Gemaakt,Niet gevuld,Niet verpakt,1
1275,2024-04-16,In Productie,Gevuld,Verpakt,2
1276,2024-05-17,Gemaakt,Niet gevuld,Niet verpakt,1
1277,2024-06-18,In Productie,Niet gevuld,Niet verpakt,1
1278,2024-07-19,Gemaakt,Gevuld,Niet verpakt,1
1279,2024-08-20,In Productie,Niet gevuld,Niet verpakt,2
1280,2024-09-21,Gemaakt,Niet gevuld,Verpakt,1
1281,2024-10-22,In Productie,Gevuld,Niet verpakt,2
1282,2024-11-23,Gemaakt,Niet gevuld,Niet verpakt,2
1283,2024-12-24,In Productie,Niet gevuld,Niet verpakt,1
1284,2024-01-25,Gemaakt,Gevuld,Niet verpakt,1
1285,2024-02-26,In Productie,Niet gevuld,Verpakt,2
1286,2024-03-27,Gemaakt,Niet gevuld,Niet verpakt,1
1287,2024-04-28,In Productie,Gevuld,Niet verpakt,2
1288,2024-05-01,Gemaakt,Niet gevuld,Niet verpakt,1
1289,2024-06-02,In Productie,Niet gevuld,Niet verpakt,2
1290,2024-07-03,Gemaakt,Gevuld,Verpakt,2
1291,2024-08-04,In Productie,Niet gevuld,Niet verpakt,2
1292,2024-09-05,Gemaakt,Niet gevuld,Niet verpakt,2
1293,2024-10-06,In Productie,Gevuld,Niet verpakt,1
1294,2024-11-07,Gemaakt,Niet gevuld,Niet verpakt,2
1295,2024-12-08,In Productie,Niet gevuld,Verpakt,2
1296,2024-01-09,Gemaakt,Gevuld,Niet verpakt,1
1297,2024-02-10,In Productie,Niet gevuld,Niet verpakt,2
1298,2024-03-11,Gemaakt,Niet gevuld,Niet verpakt,2
1299,2024-04-12,In Productie,Gevuld,Niet verpakt,2
1300,2024-05-13,Gemaakt,Niet gevuld,Verpakt,2
1301,2024-06-14,In Productie,Niet gevuld,Niet verpakt,2
1302,2024-07-15,Gemaakt,Gevuld,Niet verpakt,2
1303,2024-08-16,In Productie,Niet gevuld,Niet verpakt,2
1304,2024-09-17,Gemaakt,Niet gevuld,Niet verpakt,1
1305,2024-10-18,In Productie,Gevuld,Verpakt,2
1306,2024-11-19,Gemaakt,Niet gevuld,Niet verpakt,2
1307,2024-12-20,In Productie,Niet gevuld,Niet verpakt,2
1308,2024-01-21,Gemaakt,Gevuld,Niet verpakt,1
1309,2024-02-22,In Productie,Niet gevuld,Niet verpakt,1
1310,2024-03-23,Gemaakt,Niet gevuld,Verpakt,1
1311,2024-04-24,In Productie,Gevuld,Niet verpakt,2
1312,2024-05-25,Gemaakt,Niet gevuld,Niet verpakt,1
1313,2024-06-26,In Productie,Niet gevuld,Niet verpakt,1
1314,2024-07-27,Gemaakt,Gevuld,Niet verpakt,1
1315,2024-08-28,In Productie,Niet gevuld,Verpakt,1
1316,2024-09-01,Gemaakt,Niet gevuld,Niet verpakt,1
1317,2024-10-02,In Productie,Gevuld,Niet verpakt,2
1318,2024-11-03,Gemaakt,Niet gevuld,Niet verpakt,1
1319,2024-12-04,In Productie,Niet gevuld,Niet verpakt,1
1320,2024-01-05,Gemaakt,Gevuld,Verpakt,1
1321,2024-02-06,In Productie,Niet gevuld,Niet verpakt,2
1322,2024-03-07,Gemaakt,Niet gevuld,Niet verpakt,2
1323,2024-04-08,In Productie,Gevuld,Niet verpakt,1
1324,2024-05-09,Gemaakt,Niet gevuld,Niet verpakt,2
1325,2024-06-10,In Productie,Niet gevuld,Verpakt,1
1326,2024-07-11,Gemaakt,Gevuld,Niet verpakt,2
1327,2024-08-12,In Productie,Niet gevuld,Niet verpakt,2
1328,2024-09-13,Gemaakt,Niet gevuld,Niet verpakt,2
1329,2024-10-14,In Productie,Gevuld,Niet verpakt,1
1330,2024-11-15,Gemaakt,Niet gevuld,Verpakt,1
1331,2024-12-16,In Productie,Niet gevuld,Niet verpakt,1
1332,2024-01-17,Gemaakt,Gevuld,Niet verpakt,1
1333,2024-02-18,In Productie,Niet gevuld,Niet verpakt,2
1334,2024-03-19,Gemaakt,Niet gevuld,Niet verpakt,1
1335,2024-04-20,In Productie,Gevuld,Verpakt,2
1336,2024-05-21,Gemaakt,Niet gevuld,Niet verpakt,1
1337,2024-06-22,In Productie,Niet gevuld,Niet verpakt,1
1338,2024-07-23,Gemaakt,Gevuld,Niet verpakt,1
1339,2024-08-24,In Productie,Niet gevuld,Niet verpakt,2
1340,2024-09-25,Gemaakt,Niet gevuld,Verpakt,2
1341,2024-10-26,In Productie,Gevuld,Niet verpakt,2
1342,2024-11-27,Gemaakt,Niet gevuld,Niet verpakt,2
1343,2024-12-28,In Productie,Niet gevuld,Niet verpakt,1
1344,2024-01-01,Gemaakt,Gevuld,Niet verpakt,2
1345,2024-02-02,In Productie,Niet gevuld,Verpakt,2
1346,2024-03-03,Gemaakt,Niet gevuld,Niet verpakt,2
1347,2024-04-04,In Productie,Gevuld,Niet verpakt,2
1348,2024-05-05,Gemaakt,Niet gevuld,Niet verpakt,1
1349,2024-06-06,In Productie,Niet gevuld,Niet verpakt,1
1350,2024-07-07,Gemaakt,Gevuld,Verpakt,1
1351,2024-08-08,In Productie,Niet gevuld,Niet verpakt,1
1352,2024-09-09,Gemaakt,Niet gevuld,Niet verpakt,1
1353,2024-10-10,In Productie,Gevuld,Niet verpakt,1
1354,2024-11-11,Gemaakt,Niet gevuld,Niet verpakt,1
1355,2024-12-12,In Productie,Niet gevuld,Verpakt,2
1356,2024-01-13,Gemaakt,Gevuld,Niet verpakt,2
1357,2024-02-14,In Productie,Niet gevuld,Niet verpakt,2
1358,2024-03-15,Gemaakt,Niet gevuld,Niet verpakt,1
1359,2024-04-16,In Productie,Gevuld,Niet verpakt,1
