BatchID,ProductID,BatchDatumStart,BatchDatumEind,Aantalgeproduceerd
1299,1299,2024-05-13,2024-05-14,9462
1300,1300,2024-06-14,2024-06-15,9458
1301,1301,2024-07-15,2024-07-16,4849
1302,1302,2024-08-16,2024-08-17,3140
1303,1303,2024-09-17,2024-09-18,1672
1304,1304,2024-10-18,2024-10-19,4299
1305,1305,2024-11-19,2024-11-20,5615
1306,1306,2024-12-20,2024-12-21,7303
1307,1307,2024-01-21,2024-01-22,1642
1308,1308,2024-02-22,2024-02-23,3402
1309,1309,2024-03-23,2024-03-24,2926
1310,1310,2024-04-24,2024-04-25,3181
1311,1311,2024-05-25,2024-05-26,6885
1312,1312,2024-06-26,2024-06-27,7211
1313,1313,2024-07-27,2024-07-28,7877
1314,1314,2024-08-28,2024-08-01,5932
1315,1315,2024-09-01,2024-09-02,5701
1316,1316,2024-10-02,2024-10-03,650
1317,1317,2024-11-03,2024-11-04,7952
1318,1318,2024-12-04,2024-12-05,5797
1319,1319,2024-01-05,2024-01-06,8829
1320,1320,2024-02-06,2024-02-07,3346
1321,1321,2024-03-07,2024-03-08,3833
1322,1322,2024-04-08,2024-04-09,9685
1323,1323,2024-05-09,2024-05-10,6970
1324,1324,2024-06-10,2024-06-11,1776
1325,1325,2024-07-11,2024-07-12,9408
1326,1326,2024-08-12,2024-08-13,2943
1327,1327,2024-09-13,2024-09-14,8163
1328,1328,2024-10-14,2024-10-15,1764
1329,1329,2024-11-15,2024-11-16,9672
1330,1330,2024-12-16,2024-12-17,7778
1331,1331,2024-01-17,2024-01-18,8866
1332,1332,2024-02-18,2024-02-19,3274
1333,1333,2024-03-19,2024-03-20,1091
1334,1334,2024-04-20,2024-04-21,5329
1335,1335,2024-05-21,2024-05-22,4459
1336,1336,2024-06-22,2024-06-23,1110
1337,1337,2024-07-23,2024-07-24,8621
1338,1338,2024-08-24,2024-08-25,7800
1339,1339,2024-09-25,2024-09-26,7067
1340,1340,2024-10-26,2024-10-27,6529
1341,1341,2024-11-27,2024-11-28,1844
1342,1342,2024-12-28,2024-12-01,1588
1343,1343,2024-01-01,2024-01-02,6754
1344,1344,2024-02-02,2024-02-03,1572
1345,1345,2024-03-03,2024-03-04,8403
1346,1346,2024-04-04,2024-04-05,671
1347,1347,2024-05-05,2024-05-06,8761
1348,1348,2024-06-06,2024-06-07,4138
1349,1349,2024-07-07,2024-07-08,6836
1350,1350,2024-08-08,2024-08-09,3427
1351,1351,2024-09-09,2024-09-10,9982
1352,1352,2024-10-10,2024-10-11,7748
1353,1353,2024-11-11,2024-11-12,4366
1354,1354,2024-12-12,2024-12-13,2216
1355,1355,2024-01-13,2024-01-14,6517
1356,1356,2024-02-14,2024-02-15,8745
1357,1357,2024-03-15,2024-03-16,3783
1358,1358,2024-04-16,2024-04-17,2779
1359,1359,2024-05-17,2024-05-18,1183
1360,1360,2024-06-18,2024-06-19,7135
1361,1361,2024-07-19,2024-07-20,6069
1362,1362,2024-08-20,2024-08-21,3108
1363,1363,2024-09-21,2024-09-22,1324
1364,1364,2024-10-22,2024-10-23,5062
1365,1365,2024-11-23,2024-11-24,873
1366,1366,2024-12-24,2024-12-25,5985
1367,1367,2024-01-25,2024-01-26,7969
1368,1368,2024-02-26,2024-02-27,7991
1369,1369,2024-03-27,2024-03-28,4965
1370,1370,2024-04-28,2024-04-01,8432
1371,1371,2024-05-01,2024-05-02,9106
1372,1372,2024-06-02,2024-06-03,4212
1373,1373,2024-07-03,2024-07-04,1482
1374,1374,2024-08-04,2024-08-05,4692
1375,1375,2024-09-05,2024-09-06,4805
1376,1376,2024-10-06,2024-10-07,2775
1377,1377,2024-11-07,2024-11-08,9826
1378,1378,2024-12-08,2024-12-09,7459
1379,1379,2024-01-09,2024-01-10,2660
1380,1380,2024-02-10,2024-02-11,7971
1381,1381,2024-03-11,2024-03-12,2075
1382,1382,2024-04-12,2024-04-13,8805
1383,1383,2024-05-13,2024-05-14,7256
1384,1384,2024-06-14,2024-06-15,3694
1385,1385,2024-07-15,2024-07-16,6105
1386,1386,2024-08-16,2024-08-17,4473
1387,1387,2024-09-17,2024-09-18,1666
1388,1388,2024-10-18,2024-10-19,9822
1389,1389,2024-11-19,2024-11-20,6976
1390,1390,2024-12-20,2024-12-21,1911
1391,1391,2024-01-21,2024-01-22,5277
1392,1392,2024-02-22,2024-02-23,2440
1393,1393,2024-03-23,2024-03-24,8717
1394,1394,2024-04-24,2024-04-25,5151
1395,1395,2024-05-25,2024-05-26,6365
1396,1396,2024-06-26,2024-06-27,7789
1397,1397,2024-07-27,2024-07-28,9843
1398,1398,2024-08-28,2024-08-01,4080
1399,1399,2024-09-01,2024-09-02,4777
1400,1400,2024-10-02,2024-10-03,1010
1401,1401,2024-11-03,2024-11-04,7747
1402,1402,2024-12-04,2024-12-05,3417
1403,1403,2024-01-05,2024-01-06,729
1404,1404,2024-02-06,2024-02-07,786
1405,1405,2024-03-07,2024-03-08,1021
1406,1406,2024-04-08,2024-04-09,7905
1407,1407,2024-05-09,2024-05-10,7889
1408,1408,2024-06-10,2024-06-11,4319
1409,1409,2024-07-11,2024-07-12,4499
1410,1410,2024-08-12,2024-08-13,554
1411,1411,2024-09-13,2024-09-14,9734
1412,1412,2024-10-14,2024-10-15,7285
1413,1413,2024-11-15,2024-11-16,8060
1414,1414,2024-12-16,2024-12-17,3442
1415,1415,2024-01-17,2024-01-18,8080
1416,1416,2024-02-18,2024-02-19,8994
1417,1417,2024-03-19,2024-03-20,7444
1418,1418,2024-04-20,2024-04-21,3242
1419,1419,2024-05-21,2024-05-22,3712
1420,1420,2024-06-22,2024-06-23,8479
1421,1421,2024-07-23,2024-07-24,3613
1422,1422,2024-08-24,2024-08-25,2333
1423,1423,2024-09-25,2024-09-26,7862
1424,1424,2024-10-26,2024-10-27,3606
1425,1425,2024-11-27,2024-11-28,5606
1426,1426,2024-12-28,2024-12-01,1634
1427,1427,2024-01-01,2024-01-02,6060
1428,1428,2024-02-02,2024-02-03,1468
1429,1429,2024-03-03,2024-03-04,2201
1430,1430,2024-04-04,2024-04-05,9411
1431,1431,2024-05-05,2024-05-06,6308
1432,1432,2024-06-06,2024-06-07,9390
1433,1433,2024-07-07,2024-07-08,1271
1434,1434,2024-08-08,2024-08-09,5950
1435,1435,2024-09-09,2024-09-10,1272
1436,1436,2024-10-10,2024-10-11,1412
1437,1437,2024-11-11,2024-11-12,6899
1438,1438,2024-12-12,2024-12-13,4827
1439,1439,2024-01-13,2024-01-14,3292
1440,1440,2024-02-14,2024-02-15,9018
1441,1441,2024-03-15,2024-03-16,4773
1442,1442,2024-04-16,2024-04-17,2220
1443,1443,2024-05-17,2024-05-18,4011
1444,1444,2024-06-18,2024-06-19,3677
1445,1445,2024-07-19,2024-07-20,2633
1446,1446,2024-08-20,2024-08-21,1981
1447,1447,2024-09-21,2024-09-22,4596
1448,1448,2024-10-22,2024-10-23,6907
1449,1449,2024-11-23,2024-11-24,1428
1450,1450,2024-12-24,2024-12-25,8375
1451,1451,2024-01-25,2024-01-26,8791
1452,1452,2024-02-26,2024-02-27,4982
1453,1453,2024-03-27,2024-03-28,5766
1454,1454,2024-04-28,2024-04-01,5311
1455,1455,2024-05-01,2024-05-02,3095
1456,1456,2024-06-02,2024-06-03,9265
1457,1457,2024-07-03,2024-07-04,7754
1458,1458,2024-08-04,2024-08-05,3248
1459,1459,2024-09-05,2024-09-06,2861
1460,1460,2024-10-06,2024-10-07,3596
1461,1461,2024-11-07,2024-11-08,5241
1462,1462,2024-12-08,2024-12-09,5541
1463,1463,2024-01-09,2024-01-10,9615
1464,1464,2024-02-10,2024-02-11,7532
1465,1465,2024-03-11,2024-03-12,7697
1466,1466,2024-04-12,2024-04-13,6577
1467,1467,2024-05-13,2024-05-14,9524
1468,1468,2024-06-14,2024-06-15,7583
1469,1469,2024-07-15,2024-07-16,9814
1470,1470,2024-08-16,2024-08-17,5755
1471,1471,2024-09-17,2024-09-18,8922
1472,1472,2024-10-18,2024-10-19,7194
1473,1473,2024-11-19,2024-11-20,7628
1474,1474,2024-12-20,2024-12-21,6867
1475,1475,2024-01-21,2024-01-22,8074
1476,1476,2024-02-22,2024-02-23,4095
1477,1477,2024-03-23,2024-03-24,6009
1478,1478,2024-04-24,2024-04-25,2304
1479,1479,2024-05-25,2024-05-26,8895
1480,1480,2024-06-26,2024-06-27,3350
1481,1481,2024-07-27,2024-07-28,3017
1482,1482,2024-08-28,2024-08-01,5920
1483,1483,2024-09-01,2024-09-02,5830
1484,1484,2024-10-02,2024-10-03,5504
1485,1485,2024-11-03,2024-11-04,8581
1486,1486,2024-12-04,2024-12-05,9514
1487,1487,2024-01-05,2024-01-06,6816
1488,1488,2024-02-06,2024-02-07,1390
1489,1489,2024-03-07,2024-03-08,7889
1490,1490,2024-04-08,2024-04-09,6931
1491,1491,2024-05-09,2024-05-10,2731
1492,1492,2024-06-10,2024-06-11,5450
1493,1493,2024-07-11,2024-07-12,5690
1494,1494,2024-08-12,2024-08-13,7472
1495,1495,2024-09-13,2024-09-14,1704
1496,1496,2024-10-14,2024-10-15,8457
1497,1497,2024-11-15,2024-11-16,7596
1498,1498,2024-12-16,2024-12-17,4983
1499,1499,2024-01-17,2024-01-18,5582
1500,1500,2024-02-18,2024-02-19,9091
1501,1501,2024-03-19,2024-03-20,7223
1502,1502,2024-04-20,2024-04-21,9175
1503,1503,2024-05-21,2024-05-22,3939
1504,1504,2024-06-22,2024-06-23,5354
1505,1505,2024-07-23,2024-07-24,3814
1506,1506,2024-08-24,2024-08-25,7048
1507,1507,2024-09-25,2024-09-26,6520
1508,1508,2024-10-26,2024-10-27,6651
1509,1509,2024-11-27,2024-11-28,6300
1510,1510,2024-12-28,2024-12-01,741
1511,1511,2024-01-01,2024-01-02,2207
1512,1512,2024-02-02,2024-02-03,9255
1513,1513,2024-03-03,2024-03-04,1219
1514,1514,2024-04-04,2024-04-05,3638
1515,1515,2024-05-05,2024-05-06,3751
1516,1516,2024-06-06,2024-06-07,8274
1517,1517,2024-07-07,2024-07-08,691
1518,1518,2024-08-08,2024-08-09,7527
1519,1519,2024-09-09,2024-09-10,8179
1520,1520,2024-10-10,2024-10-11,4850
1521,1521,2024-11-11,2024-11-12,1136
1522,1522,2024-12-12,2024-12-13,9098
1523,1523,2024-01-13,2024-01-14,9408
1524,1524,2024-02-14,2024-02-15,8929
1525,1525,2024-03-15,2024-03-16,7415
1526,1526,2024-04-16,2024-04-17,7904
1527,1527,2024-05-17,2024-05-18,1942
1528,1528,2024-06-18,2024-06-19,8742
1529,1529,2024-07-19,2024-07-20,7491
1530,1530,2024-08-20,2024-08-21,6437
1531,1531,2024-09-21,2024-09-22,8381
1532,1532,2024-10-22,2024-10-23,5715
1533,1533,2024-11-23,2024-11-24,3484
1534,1534,2024-12-24,2024-12-25,706
1535,1535,2024-01-25,2024-01-26,1881
1536,1536,2024-02-26,2024-02-27,7002
1537,1537,2024-03-27,2024-03-28,4008
1538,1538,2024-04-28,2024-04-01,7790
1539,1539,2024-05-01,2024-05-02,1348
1540,1540,2024-06-02,2024-06-03,9703
1541,1541,2024-07-03,2024-07-04,2549
1542,1542,2024-08-04,2024-08-05,1601
1543,1543,2024-09-05,2024-09-06,6878
1544,1544,2024-10-06,2024-10-07,6632
1545,1545,2024-11-07,2024-11-08,6431
1546,1546,2024-12-08,2024-12-09,6289
1547,1547,2024-01-09,2024-01-10,7614
1548,1548,2024-02-10,2024-02-11,3544
1549,1549,2024-03-11,2024-03-12,1282
1550,1550,2024-04-12,2024-04-13,2623
1551,1551,2024-05-13,2024-05-14,6674
1552,1552,2024-06-14,2024-06-15,4527
1553,1553,2024-07-15,2024-07-16,1780
1554,1554,2024-08-16,2024-08-17,5444
1555,1555,2024-09-17,2024-09-18,2520
1556,1556,2024-10-18,2024-10-19,1167
1557,1557,2024-11-19,2024-11-20,7324
1558,1558,2024-12-20,2024-12-21,6231
1559,1559,2024-01-21,2024-01-22,5408
1560,1560,2024-02-22,2024-02-23,3048
1561,1561,2024-03-23,2024-03-24,7788
1562,1562,2024-04-24,2024-04-25,877
1563,1563,2024-05-25,2024-05-26,4392
1564,1564,2024-06-26,2024-06-27,3308
1565,1565,2024-07-27,2024-07-28,1137
1566,1566,2024-08-28,2024-08-01,9548
1567,1567,2024-09-01,2024-09-02,5284
1568,1568,2024-10-02,2024-10-03,4275
1569,1569,2024-11-03,2024-11-04,9555
1570,1570,2024-12-04,2024-12-05,3310
1571,1571,2024-01-05,2024-01-06,7671
1572,1572,2024-02-06,2024-02-07,9882
1573,1573,2024-03-07,2024-03-08,3513
1574,1574,2024-04-08,2024-04-09,3708
1575,1575,2024-05-09,2024-05-10,3421
1576,1576,2024-06-10,2024-06-11,2903
1577,1577,2024-07-11,2024-07-12,8185
1578,1578,2024-08-12,2024-08-13,3016
1579,1579,2024-09-13,2024-09-14,1624
1580,1580,2024-10-14,2024-10-15,2063
1581,1581,2024-11-15,2024-11-16,8442
1582,1582,2024-12-16,2024-12-17,6650
1583,1583,2024-01-17,2024-01-18,9810
1584,1584,2024-02-18,2024-02-19,6176
1585,1585,2024-03-19,2024-03-20,8898
1586,1586,2024-04-20,2024-04-21,9532
1587,1587,2024-05-21,2024-05-22,4570
1588,1588,2024-06-22,2024-06-23,9347
1589,1589,2024-07-23,2024-07-24,5344
1590,1590,2024-08-24,2024-08-25,8191
1591,1591,2024-09-25,2024-09-26,2776
1592,1592,2024-10-26,2024-10-27,3104
1593,1593,2024-11-27,2024-11-28,6878
1594,1594,2024-12-28,2024-12-01,1645
1595,1595,2024-01-01,2024-01-02,8681
1596,1596,2024-02-02,2024-02-03,5853
1597,1597,2024-03-03,2024-03-04,7940
1598,1598,2024-04-04,2024-04-05,9111
1599,1599,2024-05-05,2024-05-06,2074
1600,1600,2024-06-06,2024-06-07,5035
1601,1601,2024-07-07,2024-07-08,3676
1602,1602,2024-08-08,2024-08-09,8740
1603,1603,2024-09-09,2024-09-10,5789
1604,1604,2024-10-10,2024-10-11,8686
1605,1605,2024-11-11,2024-11-12,6365
1606,1606,2024-12-12,2024-12-13,3385
1607,1607,2024-01-13,2024-01-14,978
1608,1608,2024-02-14,2024-02-15,4324
1609,1609,2024-03-15,2024-03-16,4290
1610,1610,2024-04-16,2024-04-17,1933
1611,1611,2024-05-17,2024-05-18,4621
1612,1612,2024-06-18,2024-06-19,1571
1613,1613,2024-07-19,2024-07-20,6054
1614,1614,2024-08-20,2024-08-21,9415
1615,1615,2024-09-21,2024-09-22,5158
1616,1616,2024-10-22,2024-10-23,9628
1617,1617,2024-11-23,2024-11-24,3283
1618,1618,2024-12-24,2024-12-25,4233
1619,1619,2024-01-25,2024-01-26,3242
1620,1620,2024-02-26,2024-02-27,5568
1621,1621,2024-03-27,2024-03-28,2299
1622,1622,2024-04-28,2024-04-01,6396
1623,1623,2024-05-01,2024-05-02,6368
1624,1624,2024-06-02,2024-06-03,4642
1625,1625,2024-07-03,2024-07-04,4967
1626,1626,2024-08-04,2024-08-05,7719
1627,1627,2024-09-05,2024-09-06,7564
1628,1628,2024-10-06,2024-10-07,8581
1629,1629,2024-11-07,2024-11-08,7969
1630,1630,2024-12-08,2024-12-09,4646
1631,1631,2024-01-09,2024-01-10,938
1632,1632,2024-02-10,2024-02-11,1223
1633,1633,2024-03-11,2024-03-12,2469
1634,1634,2024-04-12,2024-04-13,9173
1635,1635,2024-05-13,2024-05-14,6360
1636,1636,2024-06-14,2024-06-15,6129
1637,1637,2024-07-15,2024-07-16,1843
1638,1638,2024-08-16,2024-08-17,8413
1639,1639,2024-09-17,2024-09-18,4311
1640,1640,2024-10-18,2024-10-19,1272
1641,1641,2024-11-19,2024-11-20,8993
1642,1642,2024-12-20,2024-12-21,9614
1643,1643,2024-01-21,2024-01-22,6848
1644,1644,2024-02-22,2024-02-23,9120
1645,1645,2024-03-23,2024-03-24,2604
1646,1646,2024-04-24,2024-04-25,2766
1647,1647,2024-05-25,2024-05-26,5801
1648,1648,2024-06-26,2024-06-27,8754
1649,1649,2024-07-27,2024-07-28,1850
1650,1650,2024-08-28,2024-08-01,4519
1651,1651,2024-09-01,2024-09-02,9601
1652,1652,2024-10-02,2024-10-03,5299
1653,1653,2024-11-03,2024-11-04,1886
1654,1654,2024-12-04,2024-12-05,3140
1655,1655,2024-01-05,2024-01-06,5272
1656,1656,2024-02-06,2024-02-07,910
1657,1657,2024-03-07,2024-03-08,9475
1658,1658,2024-04-08,2024-04-09,7427
1659,1659,2024-05-09,2024-05-10,2261
1660,1660,2024-06-10,2024-06-11,7416
1661,1661,2024-07-11,2024-07-12,1524
1662,1662,2024-08-12,2024-08-13,7842
1663,1663,2024-09-13,2024-09-14,7382
1664,1664,2024-10-14,2024-10-15,5556
1665,1665,2024-11-15,2024-11-16,2071
1666,1666,2024-12-16,2024-12-17,2115
1667,1667,2024-01-17,2024-01-18,8843
1668,1668,2024-02-18,2024-02-19,1520
1669,1669,2024-03-19,2024-03-20,7610
1670,1670,2024-04-20,2024-04-21,9459
1671,1671,2024-05-21,2024-05-22,8897
1672,1672,2024-06-22,2024-06-23,5080
1673,1673,2024-07-23,2024-07-24,3088
1674,1674,2024-08-24,2024-08-25,2326
1675,1675,2024-09-25,2024-09-26,4302
1676,1676,2024-10-26,2024-10-27,4960
1677,1677,2024-11-27,2024-11-28,3545
1678,1678,2024-12-28,2024-12-01,8412
1679,1679,2024-01-01,2024-01-02,5690
1680,1680,2024-02-02,2024-02-03,6841
1681,1681,2024-03-03,2024-03-04,3865
1682,1682,2024-04-04,2024-04-05,8080
1683,1683,2024-05-05,2024-05-06,7287
1684,1684,2024-06-06,2024-06-07,9834
1685,1685,2024-07-07,2024-07-08,8116
1686,1686,2024-08-08,2024-08-09,6765
1687,1687,2024-09-09,2024-09-10,6319
1688,1688,2024-10-10,2024-10-11,3141
1689,1689,2024-11-11,2024-11-12,2978
1690,1690,2024-12-12,2024-12-13,4629
1691,1691,2024-01-13,2024-01-14,7800
1692,1692,2024-02-14,2024-02-15,6403
1693,1693,2024-03-15,2024-03-16,5852
1694,1694,2024-04-16,2024-04-17,6011
1695,1695,2024-05-17,2024-05-18,6184
1696,1696,2024-06-18,2024-06-19,8631
1697,1697,2024-07-19,2024-07-20,4743
1698,1698,2024-08-20,2024-08-21,7639
1699,1699,2024-09-21,2024-09-22,8996
1700,1700,2024-10-22,2024-10-23,2291
1701,1701,2024-11-23,2024-11-24,8325
1702,1702,2024-12-24,2024-12-25,6104
1703,1703,2024-01-25,2024-01-26,9976
1704,1704,2024-02-26,2024-02-27,3888
1705,1705,2024-03-27,2024-03-28,3501
1706,1706,2024-04-28,2024-04-01,8213
1707,1707,2024-05-01,2024-05-02,5386
1708,1708,2024-06-02,2024-06-03,3158
1709,1709,2024-07-03,2024-07-04,9584
1710,1710,2024-08-04,2024-08-05,5699
1711,1711,2024-09-05,2024-09-06,4086
1712,1712,2024-10-06,2024-10-07,638
1713,1713,2024-11-07,2024-11-08,2373
1714,1714,2024-12-08,2024-12-09,2645
1715,1715,2024-01-09,2024-01-10,1554
1716,1716,2024-02-10,2024-02-11,2449
1717,1717,2024-03-11,2024-03-12,4700
1718,1718,2024-04-12,2024-04-13,2668
1719,1719,2024-05-13,2024-05-14,5156
1720,1720,2024-06-14,2024-06-15,4215
1721,1721,2024-07-15,2024-07-16,973
1722,1722,2024-08-16,2024-08-17,5234
1723,1723,2024-09-17,2024-09-18,2054
1724,1724,2024-10-18,2024-10-19,7954
1725,1725,2024-11-19,2024-11-20,7724
1726,1726,2024-12-20,2024-12-21,5806
1727,1727,2024-01-21,2024-01-22,1296
1728,1728,2024-02-22,2024-02-23,3089
1729,1729,2024-03-23,2024-03-24,9792
1730,1730,2024-04-24,2024-04-25,3479
1731,1731,2024-05-25,2024-05-26,5077
1732,1732,2024-06-26,2024-06-27,2399
1733,1733,2024-07-27,2024-07-28,3281
1734,1734,2024-08-28,2024-08-01,8938
1735,1735,2024-09-01,2024-09-02,4080
1736,1736,2024-10-02,2024-10-03,772
1737,1737,2024-11-03,2024-11-04,1361
1738,1738,2024-12-04,2024-12-05,7931
1739,1739,2024-01-05,2024-01-06,5995
1740,1740,2024-02-06,2024-02-07,3705
1741,1741,2024-03-07,2024-03-08,3051
1742,1742,2024-04-08,2024-04-09,992
1743,1743,2024-05-09,2024-05-10,2297
1744,1744,2024-06-10,2024-06-11,8997
1745,1745,2024-07-11,2024-07-12,7473
1746,1746,2024-08-12,2024-08-13,6224
1747,1747,2024-09-13,2024-09-14,2733
1748,1748,2024-10-14,2024-10-15,1077
1749,1749,2024-11-15,2024-11-16,3658
1750,1750,2024-12-16,2024-12-17,7512
1751,1751,2024-01-17,2024-01-18,7947
1752,1752,2024-02-18,2024-02-19,3081
1753,1753,2024-03-19,2024-03-20,6296
1754,1754,2024-04-20,2024-04-21,4704
1755,1755,2024-05-21,2024-05-22,5483
1756,1756,2024-06-22,2024-06-23,9573
1757,1757,2024-07-23,2024-07-24,9588
1758,1758,2024-08-24,2024-08-25,2903
1759,1759,2024-09-25,2024-09-26,5474
1760,1760,2024-10-26,2024-10-27,1188
1761,1761,2024-11-27,2024-11-28,5562
1762,1762,2024-12-28,2024-12-01,6209
1763,1763,2024-01-01,2024-01-02,4704
1764,1764,2024-02-02,2024-02-03,5542
1765,1765,2024-03-03,2024-03-04,2680
1766,1766,2024-04-04,2024-04-05,8046
1767,1767,2024-05-05,2024-05-06,2576
1768,1768,2024-06-06,2024-06-07,9806
1769,1769,2024-07-07,2024-07-08,2515
1770,1770,2024-08-08,2024-08-09,2016
1771,1771,2024-09-09,2024-09-10,4099
1772,1772,2024-10-10,2024-10-11,6327
1773,1773,2024-11-11,2024-11-12,1128
1774,1774,2024-12-12,2024-12-13,9328
1775,1775,2024-01-13,2024-01-14,836
1776,1776,2024-02-14,2024-02-15,4806
1777,1777,2024-03-15,2024-03-16,2651
1778,1778,2024-04-16,2024-04-17,5712
1779,1779,2024-05-17,2024-05-18,3303
1780,1780,2024-06-18,2024-06-19,1034
1781,1781,2024-07-19,2024-07-20,7871
1782,1782,2024-08-20,2024-08-21,5089
1783,1783,2024-09-21,2024-09-22,4849
1784,1784,2024-10-22,2024-10-23,5243
1785,1785,2024-11-23,2024-11-24,1263
1786,1786,2024-12-24,2024-12-25,5376
1787,1787,2024-01-25,2024-01-26,9536
1788,1788,2024-02-26,2024-02-27,6949
1789,1789,2024-03-27,2024-03-28,5072
1790,1790,2024-04-28,2024-04-01,8485
1791,1791,2024-05-01,2024-05-02,3283
1792,1792,2024-06-02,2024-06-03,6257
1793,1793,2024-07-03,2024-07-04,5541
1794,1794,2024-08-04,2024-08-05,7742
1795,1795,2024-09-05,2024-09-06,4957
1796,1796,2024-10-06,2024-10-07,670
1797,1797,2024-11-07,2024-11-08,3527
1798,1798,2024-12-08,2024-12-09,5803
1799,1799,2024-01-09,2024-01-10,9536
1800,1800,2024-02-10,2024-02-11,9722
1801,1801,2024-03-11,2024-03-12,3969
1802,1802,2024-04-12,2024-04-13,4202
1803,1803,2024-05-13,2024-05-14,9352
1804,1804,2024-06-14,2024-06-15,5997
1805,1805,2024-07-15,2024-07-16,1065
1806,1806,2024-08-16,2024-08-17,3394
1807,1807,2024-09-17,2024-09-18,1210
1808,1808,2024-10-18,2024-10-19,3040
1809,1809,2024-11-19,2024-11-20,8412
1810,1810,2024-12-20,2024-12-21,9187
1811,1811,2024-01-21,2024-01-22,2864
1812,1812,2024-02-22,2024-02-23,1551
1813,1813,2024-03-23,2024-03-24,4512
1814,1814,2024-04-24,2024-04-25,7742
1815,1815,2024-05-25,2024-05-26,7968
1816,1816,2024-06-26,2024-06-27,6239
1817,1817,2024-07-27,2024-07-28,3990
1818,1818,2024-08-28,2024-08-01,2182
1819,1819,2024-09-01,2024-09-02,9961
1820,1820,2024-10-02,2024-10-03,7390
1821,1821,2024-11-03,2024-11-04,2823
1822,1822,2024-12-04,2024-12-05,1266
1823,1823,2024-01-05,2024-01-06,3794
1824,1824,2024-02-06,2024-02-07,5220
1825,1825,2024-03-07,2024-03-08,6788
1826,1826,2024-04-08,2024-04-09,5764
1827,1827,2024-05-09,2024-05-10,4265
1828,1828,2024-06-10,2024-06-11,2740
1829,1829,2024-07-11,2024-07-12,7401
1830,1830,2024-08-12,2024-08-13,5555
1831,1831,2024-09-13,2024-09-14,5998
1832,1832,2024-10-14,2024-10-15,3824
1833,1833,2024-11-15,2024-11-16,8602
1834,1834,2024-12-16,2024-12-17,9732
1835,1835,2024-01-17,2024-01-18,1970
1836,1836,2024-02-18,2024-02-19,4191
1837,1837,2024-03-19,2024-03-20,6260
1838,1838,2024-04-20,2024-04-21,3304
1839,1839,2024-05-21,2024-05-22,7928
1840,1840,2024-06-22,2024-06-23,4766
1841,1841,2024-07-23,2024-07-24,5900
1842,1842,2024-08-24,2024-08-25,7243
1843,1843,2024-09-25,2024-09-26,3010
1844,1844,2024-10-26,2024-10-27,1955
1845,1845,2024-11-27,2024-11-28,7910
1846,1846,2024-12-28,2024-12-01,6516
1847,1847,2024-01-01,2024-01-02,6196
1848,1848,2024-02-02,2024-02-03,3249
1849,1849,2024-03-03,2024-03-04,2184
1850,1850,2024-04-04,2024-04-05,5400
1851,1851,2024-05-05,2024-05-06,6414
1852,1852,2024-06-06,2024-06-07,6681
1853,1853,2024-07-07,2024-07-08,5142
1854,1854,2024-08-08,2024-08-09,9658
1855,1855,2024-09-09,2024-09-10,7606
1856,1856,2024-10-10,2024-10-11,2831
1857,1857,2024-11-11,2024-11-12,3980
1858,1858,2024-12-12,2024-12-13,3489
1859,1859,2024-01-13,2024-01-14,1156
1860,1860,2024-02-14,2024-02-15,3740
1861,1861,2024-03-15,2024-03-16,5113
1862,1862,2024-04-16,2024-04-17,4337
1863,1863,2024-05-17,2024-05-18,5385
1864,1864,2024-06-18,2024-06-19,6548
1865,1865,2024-07-19,2024-07-20,5534
1866,1866,2024-08-20,2024-08-21,7122
1867,1867,2024-09-21,2024-09-22,9958
1868,1868,2024-10-22,2024-10-23,3097
1869,1869,2024-11-23,2024-11-24,2619
1870,1870,2024-12-24,2024-12-25,6922
1871,1871,2024-01-25,2024-01-26,2880
1872,1872,2024-02-26,2024-02-27,9583
1873,1873,2024-03-27,2024-03-28,3009
1874,1874,2024-04-28,2024-04-01,5728
1875,1875,2024-05-01,2024-05-02,3977
1876,1876,2024-06-02,2024-06-03,9280
1877,1877,2024-07-03,2024-07-04,7190
1878,1878,2024-08-04,2024-08-05,3430
1879,1879,2024-09-05,2024-09-06,1188
1880,1880,2024-10-06,2024-10-07,2878
1881,1881,2024-11-07,2024-11-08,4839
1882,1882,2024-12-08,2024-12-09,6302
1883,1883,2024-01-09,2024-01-10,5443
1884,1884,2024-02-10,2024-02-11,7621
1885,1885,2024-03-11,2024-03-12,9525
1886,1886,2024-04-12,2024-04-13,3799
1887,1887,2024-05-13,2024-05-14,895
1888,1888,2024-06-14,2024-06-15,695
1889,1889,2024-07-15,2024-07-16,4312
1890,1890,2024-08-16,2024-08-17,4992
1891,1891,2024-09-17,2024-09-18,3686
1892,1892,2024-10-18,2024-10-19,1835
1893,1893,2024-11-19,2024-11-20,3105
1894,1894,2024-12-20,2024-12-21,2483
1895,1895,2024-01-21,2024-01-22,3416
1896,1896,2024-02-22,2024-02-23,1270
1897,1897,2024-03-23,2024-03-24,3231
1898,1898,2024-04-24,2024-04-25,2635
1899,1899,2024-05-25,2024-05-26,9156
1900,1900,2024-06-26,2024-06-27,7392
1901,1901,2024-07-27,2024-07-28,4327
1902,1902,2024-08-28,2024-08-01,9683
1903,1903,2024-09-01,2024-09-02,4537
1904,1904,2024-10-02,2024-10-03,3959
1905,1905,2024-11-03,2024-11-04,8067
