GrindingID,G_DatumTijdStart,G_DatumTijdEind,G_Machine,BatchID
954,2024-08-04 10:00:00,2024-08-04 12:07:00,Machine A4,954
955,2024-09-05 11:00:00,2024-09-05 13:58:00,Machine A0,955
956,2024-10-06 12:00:00,2024-10-06 14:23:00,Machine A1,956
957,2024-11-07 13:00:00,2024-11-07 14:30:00,Machine A2,957
958,2024-12-08 14:00:00,2024-12-08 15:42:00,Machine A3,958
959,2024-01-09 15:00:00,2024-01-09 17:39:00,Machine A4,959
960,2024-02-10 08:00:00,2024-02-10 10:52:00,Machine A0,960
961,2024-03-11 09:00:00,2024-03-11 10:34:00,Machine A1,961
962,2024-04-12 10:00:00,2024-04-12 11:22:00,Machine A2,962
963,2024-05-13 11:00:00,2024-05-13 12:27:00,Machine A3,963
964,2024-06-14 12:00:00,2024-06-14 14:18:00,Machine A4,964
965,2024-07-15 13:00:00,2024-07-15 14:14:00,Machine A0,965
966,2024-08-16 14:00:00,2024-08-16 16:56:00,Machine A1,966
967,2024-09-17 15:00:00,2024-09-17 16:36:00,Machine A2,967
968,2024-10-18 08:00:00,2024-10-18 10:08:00,Machine A3,968
969,2024-11-19 09:00:00,2024-11-19 11:33:00,Machine A4,969
970,2024-12-20 10:00:00,2024-12-20 11:21:00,Machine A0,970
971,2024-01-21 11:00:00,2024-01-21 13:22:00,Machine A1,971
972,2024-02-22 12:00:00,2024-02-22 13:39:00,Machine A2,972
973,2024-03-23 13:00:00,2024-03-23 14:46:00,Machine A3,973
974,2024-04-24 14:00:00,2024-04-24 15:26:00,Machine A4,974
975,2024-05-25 15:00:00,2024-05-25 17:01:00,Machine A0,975
976,2024-06-26 08:00:00,2024-06-26 10:32:00,Machine A1,976
977,2024-07-27 09:00:00,2024-07-27 11:11:00,Machine A2,977
978,2024-08-28 10:00:00,2024-08-28 11:58:00,Machine A3,978
979,2024-09-01 11:00:00,2024-09-01 13:02:00,Machine A4,979
980,2024-10-02 12:00:00,2024-10-02 14:02:00,Machine A0,980
981,2024-11-03 13:00:00,2024-11-03 14:23:00,Machine A1,981
982,2024-12-04 14:00:00,2024-12-04 16:20:00,Machine A2,982
983,2024-01-05 15:00:00,2024-01-05 16:57:00,Machine A3,983
984,2024-02-06 08:00:00,2024-02-06 09:43:00,Machine A4,984
985,2024-03-07 09:00:00,2024-03-07 11:25:00,Machine A0,985
986,2024-04-08 10:00:00,2024-04-08 12:29:00,Machine A1,986
987,2024-05-09 11:00:00,2024-05-09 12:49:00,Machine A2,987
988,2024-06-10 12:00:00,2024-06-10 14:47:00,Machine A3,988
989,2024-07-11 13:00:00,2024-07-11 15:33:00,Machine A4,989
990,2024-08-12 14:00:00,2024-08-12 16:29:00,Machine A0,990
991,2024-09-13 15:00:00,2024-09-13 16:57:00,Machine A1,991
992,2024-10-14 08:00:00,2024-10-14 09:07:00,Machine A2,992
993,2024-11-15 09:00:00,2024-11-15 11:07:00,Machine A3,993
994,2024-12-16 10:00:00,2024-12-16 12:22:00,Machine A4,994
995,2024-01-17 11:00:00,2024-01-17 13:19:00,Machine A0,995
996,2024-02-18 12:00:00,2024-02-18 14:01:00,Machine A1,996
997,2024-03-19 13:00:00,2024-03-19 14:21:00,Machine A2,997
998,2024-04-20 14:00:00,2024-04-20 16:20:00,Machine A3,998
999,2024-05-21 15:00:00,2024-05-21 17:04:00,Machine A4,999
1000,2024-06-22 08:00:00,2024-06-22 09:25:00,Machine A0,1000
1001,2024-07-23 09:00:00,2024-07-23 11:20:00,Machine A1,1001
1002,2024-08-24 10:00:00,2024-08-24 11:41:00,Machine A2,1002
1003,2024-09-25 11:00:00,2024-09-25 12:16:00,Machine A3,1003
1004,2024-10-26 12:00:00,2024-10-26 13:08:00,Machine A4,1004
1005,2024-11-27 13:00:00,2024-11-27 15:42:00,Machine A0,1005
1006,2024-12-28 14:00:00,2024-12-28 16:03:00,Machine A1,1006
1007,2024-01-01 15:00:00,2024-01-01 16:32:00,Machine A2,1007
1008,2024-02-02 08:00:00,2024-02-02 09:58:00,Machine A3,1008
1009,2024-03-03 09:00:00,2024-03-03 10:38:00,Machine A4,1009
1010,2024-04-04 10:00:00,2024-04-04 12:51:00,Machine A0,1010
1011,2024-05-05 11:00:00,2024-05-05 13:16:00,Machine A1,1011
1012,2024-06-06 12:00:00,2024-06-06 14:00:00,Machine A2,1012
1013,2024-07-07 13:00:00,2024-07-07 15:02:00,Machine A3,1013
1014,2024-08-08 14:00:00,2024-08-08 15:59:00,Machine A4,1014
1015,2024-09-09 15:00:00,2024-09-09 16:03:00,Machine A0,1015
1016,2024-10-10 08:00:00,2024-10-10 09:19:00,Machine A1,1016
1017,2024-11-11 09:00:00,2024-11-11 10:12:00,Machine A2,1017
1018,2024-12-12 10:00:00,2024-12-12 11:26:00,Machine A3,1018
1019,2024-01-13 11:00:00,2024-01-13 12:48:00,Machine A4,1019
1020,2024-02-14 12:00:00,2024-02-14 13:57:00,Machine A0,1020
1021,2024-03-15 13:00:00,2024-03-15 14:44:00,Machine A1,1021
1022,2024-04-16 14:00:00,2024-04-16 15:40:00,Machine A2,1022
1023,2024-05-17 15:00:00,2024-05-17 17:30:00,Machine A3,1023
1024,2024-06-18 08:00:00,2024-06-18 10:56:00,Machine A4,1024
1025,2024-07-19 09:00:00,2024-07-19 10:53:00,Machine A0,1025
1026,2024-08-20 10:00:00,2024-08-20 12:08:00,Machine A1,1026
1027,2024-09-21 11:00:00,2024-09-21 12:25:00,Machine A2,1027
1028,2024-10-22 12:00:00,2024-10-22 14:38:00,Machine A3,1028
1029,2024-11-23 13:00:00,2024-11-23 15:54:00,Machine A4,1029
1030,2024-12-24 14:00:00,2024-12-24 16:30:00,Machine A0,1030
1031,2024-01-25 15:00:00,2024-01-25 16:32:00,Machine A1,1031
1032,2024-02-26 08:00:00,2024-02-26 09:42:00,Machine A2,1032
1033,2024-03-27 09:00:00,2024-03-27 10:59:00,Machine A3,1033
1034,2024-04-28 10:00:00,2024-04-28 12:51:00,Machine A4,1034
1035,2024-05-01 11:00:00,2024-05-01 13:36:00,Machine A0,1035
1036,2024-06-02 12:00:00,2024-06-02 13:54:00,Machine A1,1036
1037,2024-07-03 13:00:00,2024-07-03 15:51:00,Machine A2,1037
1038,2024-08-04 14:00:00,2024-08-04 16:25:00,Machine A3,1038
1039,2024-09-05 15:00:00,2024-09-05 17:07:00,Machine A4,1039
1040,2024-10-06 08:00:00,2024-10-06 09:48:00,Machine A0,1040
1041,2024-11-07 09:00:00,2024-11-07 11:53:00,Machine A1,1041
1042,2024-12-08 10:00:00,2024-12-08 12:03:00,Machine A2,1042
1043,2024-01-09 11:00:00,2024-01-09 12:42:00,Machine A3,1043
1044,2024-02-10 12:00:00,2024-02-10 14:10:00,Machine A4,1044
1045,2024-03-11 13:00:00,2024-03-11 15:47:00,Machine A0,1045
1046,2024-04-12 14:00:00,2024-04-12 15:51:00,Machine A1,1046
1047,2024-05-13 15:00:00,2024-05-13 17:59:00,Machine A2,1047
1048,2024-06-14 08:00:00,2024-06-14 10:26:00,Machine A3,1048
1049,2024-07-15 09:00:00,2024-07-15 11:02:00,Machine A4,1049
1050,2024-08-16 10:00:00,2024-08-16 12:10:00,Machine A0,1050
1051,2024-09-17 11:00:00,2024-09-17 12:30:00,Machine A1,1051
1052,2024-10-18 12:00:00,2024-10-18 14:00:00,Machine A2,1052
1053,2024-11-19 13:00:00,2024-11-19 14:44:00,Machine A3,1053
1054,2024-12-20 14:00:00,2024-12-20 16:39:00,Machine A4,1054
1055,2024-01-21 15:00:00,2024-01-21 16:50:00,Machine A0,1055
1056,2024-02-22 08:00:00,2024-02-22 09:13:00,Machine A1,1056
1057,2024-03-23 09:00:00,2024-03-23 11:00:00,Machine A2,1057
1058,2024-04-24 10:00:00,2024-04-24 11:37:00,Machine A3,1058
1059,2024-05-25 11:00:00,2024-05-25 13:57:00,Machine A4,1059
1060,2024-06-26 12:00:00,2024-06-26 14:41:00,Machine A0,1060
1061,2024-07-27 13:00:00,2024-07-27 15:06:00,Machine A1,1061
1062,2024-08-28 14:00:00,2024-08-28 16:56:00,Machine A2,1062
1063,2024-09-01 15:00:00,2024-09-01 16:00:00,Machine A3,1063
1064,2024-10-02 08:00:00,2024-10-02 10:48:00,Machine A4,1064
1065,2024-11-03 09:00:00,2024-11-03 11:37:00,Machine A0,1065
1066,2024-12-04 10:00:00,2024-12-04 12:12:00,Machine A1,1066
1067,2024-01-05 11:00:00,2024-01-05 12:18:00,Machine A2,1067
1068,2024-02-06 12:00:00,2024-02-06 13:43:00,Machine A3,1068
1069,2024-03-07 13:00:00,2024-03-07 14:48:00,Machine A4,1069
1070,2024-04-08 14:00:00,2024-04-08 15:55:00,Machine A0,1070
1071,2024-05-09 15:00:00,2024-05-09 17:04:00,Machine A1,1071
1072,2024-06-10 08:00:00,2024-06-10 10:41:00,Machine A2,1072
1073,2024-07-11 09:00:00,2024-07-11 10:54:00,Machine A3,1073
1074,2024-08-12 10:00:00,2024-08-12 11:36:00,Machine A4,1074
1075,2024-09-13 11:00:00,2024-09-13 12:02:00,Machine A0,1075
1076,2024-10-14 12:00:00,2024-10-14 14:51:00,Machine A1,1076
1077,2024-11-15 13:00:00,2024-11-15 15:30:00,Machine A2,1077
1078,2024-12-16 14:00:00,2024-12-16 16:03:00,Machine A3,1078
1079,2024-01-17 15:00:00,2024-01-17 16:55:00,Machine A4,1079
1080,2024-02-18 08:00:00,2024-02-18 09:29:00,Machine A0,1080
1081,2024-03-19 09:00:00,2024-03-19 10:57:00,Machine A1,1081
1082,2024-04-20 10:00:00,2024-04-20 12:21:00,Machine A2,1082
1083,2024-05-21 11:00:00,2024-05-21 12:14:00,Machine A3,1083
1084,2024-06-22 12:00:00,2024-06-22 13:53:00,Machine A4,1084
1085,2024-07-23 13:00:00,2024-07-23 15:43:00,Machine A0,1085
1086,2024-08-24 14:00:00,2024-08-24 16:42:00,Machine A1,1086
1087,2024-09-25 15:00:00,2024-09-25 16:56:00,Machine A2,1087
1088,2024-10-26 08:00:00,2024-10-26 09:54:00,Machine A3,1088
1089,2024-11-27 09:00:00,2024-11-27 10:09:00,Machine A4,1089
1090,2024-12-28 10:00:00,2024-12-28 12:05:00,Machine A0,1090
1091,2024-01-01 11:00:00,2024-01-01 12:38:00,Machine A1,1091
1092,2024-02-02 12:00:00,2024-02-02 13:10:00,Machine A2,1092
1093,2024-03-03 13:00:00,2024-03-03 14:53:00,Machine A3,1093
1094,2024-04-04 14:00:00,2024-04-04 15:14:00,Machine A4,1094
1095,2024-05-05 15:00:00,2024-05-05 17:27:00,Machine A0,1095
1096,2024-06-06 08:00:00,2024-06-06 10:26:00,Machine A1,1096
1097,2024-07-07 09:00:00,2024-07-07 10:31:00,Machine A2,1097
1098,2024-08-08 10:00:00,2024-08-08 12:47:00,Machine A3,1098
1099,2024-09-09 11:00:00,2024-09-09 13:56:00,Machine A4,1099
1100,2024-10-10 12:00:00,2024-10-10 13:24:00,Machine A0,1100
1101,2024-11-11 13:00:00,2024-11-11 15:40:00,Machine A1,1101
1102,2024-12-12 14:00:00,2024-12-12 15:01:00,Machine A2,1102
1103,2024-01-13 15:00:00,2024-01-13 17:33:00,Machine A3,1103
1104,2024-02-14 08:00:00,2024-02-14 11:00:00,Machine A4,1104
1105,2024-03-15 09:00:00,2024-03-15 10:53:00,Machine A0,1105
1106,2024-04-16 10:00:00,2024-04-16 11:59:00,Machine A1,1106
1107,2024-05-17 11:00:00,2024-05-17 13:39:00,Machine A2,1107
1108,2024-06-18 12:00:00,2024-06-18 14:28:00,Machine A3,1108
1109,2024-07-19 13:00:00,2024-07-19 15:32:00,Machine A4,1109
1110,2024-08-20 14:00:00,2024-08-20 15:22:00,Machine A0,1110
1111,2024-09-21 15:00:00,2024-09-21 16:04:00,Machine A1,1111
1112,2024-10-22 08:00:00,2024-10-22 09:56:00,Machine A2,1112
1113,2024-11-23 09:00:00,2024-11-23 10:52:00,Machine A3,1113
1114,2024-12-24 10:00:00,2024-12-24 12:50:00,Machine A4,1114
1115,2024-01-25 11:00:00,2024-01-25 12:14:00,Machine A0,1115
1116,2024-02-26 12:00:00,2024-02-26 14:14:00,Machine A1,1116
1117,2024-03-27 13:00:00,2024-03-27 15:57:00,Machine A2,1117
1118,2024-04-28 14:00:00,2024-04-28 16:05:00,Machine A3,1118
1119,2024-05-01 15:00:00,2024-05-01 17:06:00,Machine A4,1119
1120,2024-06-02 08:00:00,2024-06-02 09:30:00,Machine A0,1120
1121,2024-07-03 09:00:00,2024-07-03 10:00:00,Machine A1,1121
1122,2024-08-04 10:00:00,2024-08-04 11:33:00,Machine A2,1122
1123,2024-09-05 11:00:00,2024-09-05 13:41:00,Machine A3,1123
1124,2024-10-06 12:00:00,2024-10-06 13:05:00,Machine A4,1124
1125,2024-11-07 13:00:00,2024-11-07 14:59:00,Machine A0,1125
1126,2024-12-08 14:00:00,2024-12-08 15:19:00,Machine A1,1126
1127,2024-01-09 15:00:00,2024-01-09 17:14:00,Machine A2,1127
1128,2024-02-10 08:00:00,2024-02-10 09:12:00,Machine A3,1128
1129,2024-03-11 09:00:00,2024-03-11 11:34:00,Machine A4,1129
1130,2024-04-12 10:00:00,2024-04-12 12:08:00,Machine A0,1130
1131,2024-05-13 11:00:00,2024-05-13 13:40:00,Machine A1,1131
1132,2024-06-14 12:00:00,2024-06-14 13:30:00,Machine A2,1132
1133,2024-07-15 13:00:00,2024-07-15 15:34:00,Machine A3,1133
1134,2024-08-16 14:00:00,2024-08-16 16:21:00,Machine A4,1134
1135,2024-09-17 15:00:00,2024-09-17 17:21:00,Machine A0,1135
1136,2024-10-18 08:00:00,2024-10-18 09:38:00,Machine A1,1136
1137,2024-11-19 09:00:00,2024-11-19 11:19:00,Machine A2,1137
1138,2024-12-20 10:00:00,2024-12-20 11:18:00,Machine A3,1138
1139,2024-01-21 11:00:00,2024-01-21 13:18:00,Machine A4,1139
1140,2024-02-22 12:00:00,2024-02-22 13:55:00,Machine A0,1140
1141,2024-03-23 13:00:00,2024-03-23 14:16:00,Machine A1,1141
1142,2024-04-24 14:00:00,2024-04-24 15:07:00,Machine A2,1142
1143,2024-05-25 15:00:00,2024-05-25 17:56:00,Machine A3,1143
1144,2024-06-26 08:00:00,2024-06-26 10:28:00,Machine A4,1144
1145,2024-07-27 09:00:00,2024-07-27 11:43:00,Machine A0,1145
1146,2024-08-28 10:00:00,2024-08-28 11:30:00,Machine A1,1146
1147,2024-09-01 11:00:00,2024-09-01 13:29:00,Machine A2,1147
1148,2024-10-02 12:00:00,2024-10-02 14:42:00,Machine A3,1148
1149,2024-11-03 13:00:00,2024-11-03 15:58:00,Machine A4,1149
1150,2024-12-04 14:00:00,2024-12-04 15:43:00,Machine A0,1150
1151,2024-01-05 15:00:00,2024-01-05 16:11:00,Machine A1,1151
1152,2024-02-06 08:00:00,2024-02-06 10:34:00,Machine A2,1152
1153,2024-03-07 09:00:00,2024-03-07 11:08:00,Machine A3,1153
1154,2024-04-08 10:00:00,2024-04-08 12:10:00,Machine A4,1154
1155,2024-05-09 11:00:00,2024-05-09 12:58:00,Machine A0,1155
1156,2024-06-10 12:00:00,2024-06-10 13:25:00,Machine A1,1156
1157,2024-07-11 13:00:00,2024-07-11 15:28:00,Machine A2,1157
1158,2024-08-12 14:00:00,2024-08-12 15:24:00,Machine A3,1158
1159,2024-09-13 15:00:00,2024-09-13 16:45:00,Machine A4,1159
1160,2024-10-14 08:00:00,2024-10-14 09:39:00,Machine A0,1160
1161,2024-11-15 09:00:00,2024-11-15 10:43:00,Machine A1,1161
1162,2024-12-16 10:00:00,2024-12-16 11:32:00,Machine A2,1162
1163,2024-01-17 11:00:00,2024-01-17 12:21:00,Machine A3,1163
1164,2024-02-18 12:00:00,2024-02-18 14:32:00,Machine A4,1164
1165,2024-03-19 13:00:00,2024-03-19 15:10:00,Machine A0,1165
1166,2024-04-20 14:00:00,2024-04-20 16:20:00,Machine A1,1166
1167,2024-05-21 15:00:00,2024-05-21 16:39:00,Machine A2,1167
1168,2024-06-22 08:00:00,2024-06-22 09:30:00,Machine A3,1168
1169,2024-07-23 09:00:00,2024-07-23 10:31:00,Machine A4,1169
1170,2024-08-24 10:00:00,2024-08-24 12:37:00,Machine A0,1170
1171,2024-09-25 11:00:00,2024-09-25 12:21:00,Machine A1,1171
1172,2024-10-26 12:00:00,2024-10-26 13:48:00,Machine A2,1172
1173,2024-11-27 13:00:00,2024-11-27 15:02:00,Machine A3,1173
1174,2024-12-28 14:00:00,2024-12-28 16:40:00,Machine A4,1174
1175,2024-01-01 15:00:00,2024-01-01 17:50:00,Machine A0,1175
1176,2024-02-02 08:00:00,2024-02-02 10:22:00,Machine A1,1176
1177,2024-03-03 09:00:00,2024-03-03 11:18:00,Machine A2,1177
1178,2024-04-04 10:00:00,2024-04-04 11:01:00,Machine A3,1178
1179,2024-05-05 11:00:00,2024-05-05 12:48:00,Machine A4,1179
1180,2024-06-06 12:00:00,2024-06-06 14:19:00,Machine A0,1180
1181,2024-07-07 13:00:00,2024-07-07 14:06:00,Machine A1,1181
1182,2024-08-08 14:00:00,2024-08-08 15:07:00,Machine A2,1182
1183,2024-09-09 15:00:00,2024-09-09 17:39:00,Machine A3,1183
1184,2024-10-10 08:00:00,2024-10-10 09:02:00,Machine A4,1184
1185,2024-11-11 09:00:00,2024-11-11 10:14:00,Machine A0,1185
1186,2024-12-12 10:00:00,2024-12-12 11:53:00,Machine A1,1186
1187,2024-01-13 11:00:00,2024-01-13 12:03:00,Machine A2,1187
1188,2024-02-14 12:00:00,2024-02-14 14:44:00,Machine A3,1188
1189,2024-03-15 13:00:00,2024-03-15 14:28:00,Machine A4,1189
1190,2024-04-16 14:00:00,2024-04-16 16:35:00,Machine A0,1190
1191,2024-05-17 15:00:00,2024-05-17 16:03:00,Machine A1,1191
1192,2024-06-18 08:00:00,2024-06-18 09:33:00,Machine A2,1192
1193,2024-07-19 09:00:00,2024-07-19 11:11:00,Machine A3,1193
1194,2024-08-20 10:00:00,2024-08-20 11:39:00,Machine A4,1194
1195,2024-09-21 11:00:00,2024-09-21 12:49:00,Machine A0,1195
1196,2024-10-22 12:00:00,2024-10-22 14:26:00,Machine A1,1196
1197,2024-11-23 13:00:00,2024-11-23 15:28:00,Machine A2,1197
1198,2024-12-24 14:00:00,2024-12-24 17:00:00,Machine A3,1198
1199,2024-01-25 15:00:00,2024-01-25 16:18:00,Machine A4,1199
1200,2024-02-26 08:00:00,2024-02-26 10:05:00,Machine A0,1200
1201,2024-03-27 09:00:00,2024-03-27 10:55:00,Machine A1,1201
1202,2024-04-28 10:00:00,2024-04-28 12:38:00,Machine A2,1202
1203,2024-05-01 11:00:00,2024-05-01 12:42:00,Machine A3,1203
1204,2024-06-02 12:00:00,2024-06-02 14:13:00,Machine A4,1204
1205,2024-07-03 13:00:00,2024-07-03 15:25:00,Machine A0,1205
1206,2024-08-04 14:00:00,2024-08-04 16:13:00,Machine A1,1206
1207,2024-09-05 15:00:00,2024-09-05 17:50:00,Machine A2,1207
1208,2024-10-06 08:00:00,2024-10-06 10:37:00,Machine A3,1208
1209,2024-11-07 09:00:00,2024-11-07 10:17:00,Machine A4,1209
1210,2024-12-08 10:00:00,2024-12-08 12:54:00,Machine A0,1210
1211,2024-01-09 11:00:00,2024-01-09 13:55:00,Machine A1,1211
1212,2024-02-10 12:00:00,2024-02-10 13:21:00,Machine A2,1212
1213,2024-03-11 13:00:00,2024-03-11 14:50:00,Machine A3,1213
1214,2024-04-12 14:00:00,2024-04-12 16:35:00,Machine A4,1214
1215,2024-05-13 15:00:00,2024-05-13 16:42:00,Machine A0,1215
1216,2024-06-14 08:00:00,2024-06-14 10:50:00,Machine A1,1216
1217,2024-07-15 09:00:00,2024-07-15 11:47:00,Machine A2,1217
1218,2024-08-16 10:00:00,2024-08-16 11:14:00,Machine A3,1218
1219,2024-09-17 11:00:00,2024-09-17 12:19:00,Machine A4,1219
1220,2024-10-18 12:00:00,2024-10-18 14:50:00,Machine A0,1220
1221,2024-11-19 13:00:00,2024-11-19 15:46:00,Machine A1,1221
1222,2024-12-20 14:00:00,2024-12-20 15:36:00,Machine A2,1222
1223,2024-01-21 15:00:00,2024-01-21 16:28:00,Machine A3,1223
1224,2024-02-22 08:00:00,2024-02-22 09:04:00,Machine A4,1224
1225,2024-03-23 09:00:00,2024-03-23 10:47:00,Machine A0,1225
1226,2024-04-24 10:00:00,2024-04-24 12:23:00,Machine A1,1226
1227,2024-05-25 11:00:00,2024-05-25 13:07:00,Machine A2,1227
1228,2024-06-26 12:00:00,2024-06-26 13:33:00,Machine A3,1228
1229,2024-07-27 13:00:00,2024-07-27 15:55:00,Machine A4,1229
1230,2024-08-28 14:00:00,2024-08-28 15:25:00,Machine A0,1230
1231,2024-09-01 15:00:00,2024-09-01 17:24:00,Machine A1,1231
1232,2024-10-02 08:00:00,2024-10-02 09:16:00,Machine A2,1232
1233,2024-11-03 09:00:00,2024-11-03 10:20:00,Machine A3,1233
1234,2024-12-04 10:00:00,2024-12-04 11:37:00,Machine A4,1234
1235,2024-01-05 11:00:00,2024-01-05 12:27:00,Machine A0,1235
1236,2024-02-06 12:00:00,2024-02-06 13:24:00,Machine A1,1236
1237,2024-03-07 13:00:00,2024-03-07 15:18:00,Machine A2,1237
1238,2024-04-08 14:00:00,2024-04-08 16:02:00,Machine A3,1238
1239,2024-05-09 15:00:00,2024-05-09 16:43:00,Machine A4,1239
1240,2024-06-10 08:00:00,2024-06-10 10:39:00,Machine A0,1240
1241,2024-07-11 09:00:00,2024-07-11 11:18:00,Machine A1,1241
1242,2024-08-12 10:00:00,2024-08-12 12:50:00,Machine A2,1242
1243,2024-09-13 11:00:00,2024-09-13 12:50:00,Machine A3,1243
1244,2024-10-14 12:00:00,2024-10-14 13:30:00,Machine A4,1244
1245,2024-11-15 13:00:00,2024-11-15 14:53:00,Machine A0,1245
1246,2024-12-16 14:00:00,2024-12-16 16:42:00,Machine A1,1246
1247,2024-01-17 15:00:00,2024-01-17 17:37:00,Machine A2,1247
1248,2024-02-18 08:00:00,2024-02-18 09:00:00,Machine A3,1248
1249,2024-03-19 09:00:00,2024-03-19 10:08:00,Machine A4,1249
1250,2024-04-20 10:00:00,2024-04-20 11:50:00,Machine A0,1250
1251,2024-05-21 11:00:00,2024-05-21 13:11:00,Machine A1,1251
1252,2024-06-22 12:00:00,2024-06-22 13:20:00,Machine A2,1252
1253,2024-07-23 13:00:00,2024-07-23 15:48:00,Machine A3,1253
1254,2024-08-24 14:00:00,2024-08-24 16:51:00,Machine A4,1254
1255,2024-09-25 15:00:00,2024-09-25 16:52:00,Machine A0,1255
1256,2024-10-26 08:00:00,2024-10-26 09:36:00,Machine A1,1256
1257,2024-11-27 09:00:00,2024-11-27 10:13:00,Machine A2,1257
1258,2024-12-28 10:00:00,2024-12-28 12:48:00,Machine A3,1258
1259,2024-01-01 11:00:00,2024-01-01 13:34:00,Machine A4,1259
1260,2024-02-02 12:00:00,2024-02-02 14:53:00,Machine A0,1260
1261,2024-03-03 13:00:00,2024-03-03 15:40:00,Machine A1,1261
1262,2024-04-04 14:00:00,2024-04-04 15:00:00,Machine A2,1262
1263,2024-05-05 15:00:00,2024-05-05 16:22:00,Machine A3,1263
1264,2024-06-06 08:00:00,2024-06-06 10:07:00,Machine A4,1264
1265,2024-07-07 09:00:00,2024-07-07 11:35:00,Machine A0,1265
1266,2024-08-08 10:00:00,2024-08-08 11:34:00,Machine A1,1266
1267,2024-09-09 11:00:00,2024-09-09 13:37:00,Machine A2,1267
1268,2024-10-10 12:00:00,2024-10-10 14:09:00,Machine A3,1268
1269,2024-11-11 13:00:00,2024-11-11 14:39:00,Machine A4,1269
1270,2024-12-12 14:00:00,2024-12-12 15:49:00,Machine A0,1270
1271,2024-01-13 15:00:00,2024-01-13 17:37:00,Machine A1,1271
1272,2024-02-14 08:00:00,2024-02-14 09:10:00,Machine A2,1272
1273,2024-03-15 09:00:00,2024-03-15 10:49:00,Machine A3,1273
1274,2024-04-16 10:00:00,2024-04-16 12:03:00,Machine A4,1274
1275,2024-05-17 11:00:00,2024-05-17 13:22:00,Machine A0,1275
1276,2024-06-18 12:00:00,2024-06-18 13:21:00,Machine A1,1276
1277,2024-07-19 13:00:00,2024-07-19 14:23:00,Machine A2,1277
1278,2024-08-20 14:00:00,2024-08-20 15:54:00,Machine A3,1278
1279,2024-09-21 15:00:00,2024-09-21 16:00:00,Machine A4,1279
1280,2024-10-22 08:00:00,2024-10-22 09:09:00,Machine A0,1280
1281,2024-11-23 09:00:00,2024-11-23 11:11:00,Machine A1,1281
1282,2024-12-24 10:00:00,2024-12-24 11:45:00,Machine A2,1282
1283,2024-01-25 11:00:00,2024-01-25 12:14:00,Machine A3,1283
1284,2024-02-26 12:00:00,2024-02-26 14:04:00,Machine A4,1284
1285,2024-03-27 13:00:00,2024-03-27 14:50:00,Machine A0,1285
1286,2024-04-28 14:00:00,2024-04-28 15:30:00,Machine A1,1286
1287,2024-05-01 15:00:00,2024-05-01 17:12:00,Machine A2,1287
1288,2024-06-02 08:00:00,2024-06-02 11:00:00,Machine A3,1288
1289,2024-07-03 09:00:00,2024-07-03 11:31:00,Machine A4,1289
1290,2024-08-04 10:00:00,2024-08-04 12:42:00,Machine A0,1290
1291,2024-09-05 11:00:00,2024-09-05 13:17:00,Machine A1,1291
1292,2024-10-06 12:00:00,2024-10-06 13:36:00,Machine A2,1292
1293,2024-11-07 13:00:00,2024-11-07 14:39:00,Machine A3,1293
1294,2024-12-08 14:00:00,2024-12-08 15:37:00,Machine A4,1294
1295,2024-01-09 15:00:00,2024-01-09 17:35:00,Machine A0,1295
1296,2024-02-10 08:00:00,2024-02-10 09:56:00,Machine A1,1296
1297,2024-03-11 09:00:00,2024-03-11 10:54:00,Machine A2,1297
1298,2024-04-12 10:00:00,2024-04-12 12:28:00,Machine A3,1298
1299,2024-05-13 11:00:00,2024-05-13 13:42:00,Machine A4,1299
1300,2024-06-14 12:00:00,2024-06-14 14:13:00,Machine A0,1300
1301,2024-07-15 13:00:00,2024-07-15 15:43:00,Machine A1,1301
1302,2024-08-16 14:00:00,2024-08-16 16:30:00,Machine A2,1302
1303,2024-09-17 15:00:00,2024-09-17 16:42:00,Machine A3,1303
1304,2024-10-18 08:00:00,2024-10-18 10:14:00,Machine A4,1304
1305,2024-11-19 09:00:00,2024-11-19 10:57:00,Machine A0,1305
1306,2024-12-20 10:00:00,2024-12-20 11:12:00,Machine A1,1306
1307,2024-01-21 11:00:00,2024-01-21 12:21:00,Machine A2,1307
1308,2024-02-22 12:00:00,2024-02-22 13:38:00,Machine A3,1308
1309,2024-03-23 13:00:00,2024-03-23 14:50:00,Machine A4,1309
1310,2024-04-24 14:00:00,2024-04-24 16:53:00,Machine A0,1310
1311,2024-05-25 15:00:00,2024-05-25 16:49:00,Machine A1,1311
1312,2024-06-26 08:00:00,2024-06-26 10:09:00,Machine A2,1312
1313,2024-07-27 09:00:00,2024-07-27 10:45:00,Machine A3,1313
1314,2024-08-28 10:00:00,2024-08-28 12:46:00,Machine A4,1314
1315,2024-09-01 11:00:00,2024-09-01 13:12:00,Machine A0,1315
1316,2024-10-02 12:00:00,2024-10-02 13:22:00,Machine A1,1316
1317,2024-11-03 13:00:00,2024-11-03 15:51:00,Machine A2,1317
1318,2024-12-04 14:00:00,2024-12-04 16:25:00,Machine A3,1318
1319,2024-01-05 15:00:00,2024-01-05 16:27:00,Machine A4,1319
1320,2024-02-06 08:00:00,2024-02-06 10:55:00,Machine A0,1320
1321,2024-03-07 09:00:00,2024-03-07 10:07:00,Machine A1,1321
1322,2024-04-08 10:00:00,2024-04-08 12:19:00,Machine A2,1322
