FillingID,F_DatumTijdStart,F_DatumTijdEind,F_Machine,BatchID
961,2024-04-12 10:00:00,2024-04-12 12:51:00,Machine B1,961
962,2024-05-13 11:00:00,2024-05-13 13:10:00,Machine B2,962
963,2024-06-14 12:00:00,2024-06-14 14:07:00,Machine B3,963
964,2024-07-15 13:00:00,2024-07-15 14:46:00,Machine B4,964
965,2024-08-16 14:00:00,2024-08-16 15:15:00,Machine B0,965
966,2024-09-17 09:00:00,2024-09-17 10:18:00,Machine B1,966
967,2024-10-18 10:00:00,2024-10-18 12:39:00,Machine B2,967
968,2024-11-19 11:00:00,2024-11-19 13:53:00,Machine B3,968
969,2024-12-20 12:00:00,2024-12-20 14:58:00,Machine B4,969
970,2024-01-21 13:00:00,2024-01-21 15:13:00,Machine B0,970
971,2024-02-22 14:00:00,2024-02-22 16:40:00,Machine B1,971
972,2024-03-23 09:00:00,2024-03-23 10:15:00,Machine B2,972
973,2024-04-24 10:00:00,2024-04-24 11:23:00,Machine B3,973
974,2024-05-25 11:00:00,2024-05-25 13:57:00,Machine B4,974
975,2024-06-26 12:00:00,2024-06-26 13:56:00,Machine B0,975
976,2024-07-27 13:00:00,2024-07-27 15:36:00,Machine B1,976
977,2024-08-28 14:00:00,2024-08-28 16:10:00,Machine B2,977
978,2024-09-01 09:00:00,2024-09-01 10:20:00,Machine B3,978
979,2024-10-02 10:00:00,2024-10-02 12:39:00,Machine B4,979
980,2024-11-03 11:00:00,2024-11-03 13:53:00,Machine B0,980
981,2024-12-04 12:00:00,2024-12-04 14:39:00,Machine B1,981
982,2024-01-05 13:00:00,2024-01-05 15:01:00,Machine B2,982
983,2024-02-06 14:00:00,2024-02-06 15:27:00,Machine B3,983
984,2024-03-07 09:00:00,2024-03-07 11:28:00,Machine B4,984
985,2024-04-08 10:00:00,2024-04-08 11:52:00,Machine B0,985
986,2024-05-09 11:00:00,2024-05-09 12:12:00,Machine B1,986
987,2024-06-10 12:00:00,2024-06-10 14:49:00,Machine B2,987
988,2024-07-11 13:00:00,2024-07-11 15:44:00,Machine B3,988
989,2024-08-12 14:00:00,2024-08-12 16:10:00,Machine B4,989
990,2024-09-13 09:00:00,2024-09-13 10:48:00,Machine B0,990
991,2024-10-14 10:00:00,2024-10-14 11:07:00,Machine B1,991
992,2024-11-15 11:00:00,2024-11-15 12:27:00,Machine B2,992
993,2024-12-16 12:00:00,2024-12-16 14:11:00,Machine B3,993
994,2024-01-17 13:00:00,2024-01-17 15:56:00,Machine B4,994
995,2024-02-18 14:00:00,2024-02-18 16:48:00,Machine B0,995
996,2024-03-19 09:00:00,2024-03-19 10:29:00,Machine B1,996
997,2024-04-20 10:00:00,2024-04-20 12:52:00,Machine B2,997
998,2024-05-21 11:00:00,2024-05-21 13:45:00,Machine B3,998
999,2024-06-22 12:00:00,2024-06-22 14:19:00,Machine B4,999
1000,2024-07-23 13:00:00,2024-07-23 15:17:00,Machine B0,1000
1001,2024-08-24 14:00:00,2024-08-24 15:59:00,Machine B1,1001
1002,2024-09-25 09:00:00,2024-09-25 11:00:00,Machine B2,1002
1003,2024-10-26 10:00:00,2024-10-26 12:52:00,Machine B3,1003
1004,2024-11-27 11:00:00,2024-11-27 13:25:00,Machine B4,1004
1005,2024-12-28 12:00:00,2024-12-28 14:34:00,Machine B0,1005
1006,2024-01-01 13:00:00,2024-01-01 14:20:00,Machine B1,1006
1007,2024-02-02 14:00:00,2024-02-02 16:32:00,Machine B2,1007
1008,2024-03-03 09:00:00,2024-03-03 11:34:00,Machine B3,1008
1009,2024-04-04 10:00:00,2024-04-04 12:14:00,Machine B4,1009
1010,2024-05-05 11:00:00,2024-05-05 13:36:00,Machine B0,1010
1011,2024-06-06 12:00:00,2024-06-06 14:02:00,Machine B1,1011
1012,2024-07-07 13:00:00,2024-07-07 15:44:00,Machine B2,1012
1013,2024-08-08 14:00:00,2024-08-08 15:24:00,Machine B3,1013
1014,2024-09-09 09:00:00,2024-09-09 11:53:00,Machine B4,1014
1015,2024-10-10 10:00:00,2024-10-10 12:41:00,Machine B0,1015
1016,2024-11-11 11:00:00,2024-11-11 12:28:00,Machine B1,1016
1017,2024-12-12 12:00:00,2024-12-12 14:02:00,Machine B2,1017
1018,2024-01-13 13:00:00,2024-01-13 15:14:00,Machine B3,1018
1019,2024-02-14 14:00:00,2024-02-14 15:18:00,Machine B4,1019
1020,2024-03-15 09:00:00,2024-03-15 10:11:00,Machine B0,1020
1021,2024-04-16 10:00:00,2024-04-16 12:57:00,Machine B1,1021
1022,2024-05-17 11:00:00,2024-05-17 13:47:00,Machine B2,1022
1023,2024-06-18 12:00:00,2024-06-18 13:55:00,Machine B3,1023
1024,2024-07-19 13:00:00,2024-07-19 14:46:00,Machine B4,1024
1025,2024-08-20 14:00:00,2024-08-20 15:37:00,Machine B0,1025
1026,2024-09-21 09:00:00,2024-09-21 10:54:00,Machine B1,1026
1027,2024-10-22 10:00:00,2024-10-22 12:33:00,Machine B2,1027
1028,2024-11-23 11:00:00,2024-11-23 12:25:00,Machine B3,1028
1029,2024-12-24 12:00:00,2024-12-24 14:44:00,Machine B4,1029
1030,2024-01-25 13:00:00,2024-01-25 14:14:00,Machine B0,1030
1031,2024-02-26 14:00:00,2024-02-26 15:39:00,Machine B1,1031
1032,2024-03-27 09:00:00,2024-03-27 11:12:00,Machine B2,1032
1033,2024-04-28 10:00:00,2024-04-28 11:15:00,Machine B3,1033
1034,2024-05-01 11:00:00,2024-05-01 12:37:00,Machine B4,1034
1035,2024-06-02 12:00:00,2024-06-02 15:00:00,Machine B0,1035
1036,2024-07-03 13:00:00,2024-07-03 15:44:00,Machine B1,1036
1037,2024-08-04 14:00:00,2024-08-04 15:49:00,Machine B2,1037
1038,2024-09-05 09:00:00,2024-09-05 10:47:00,Machine B3,1038
1039,2024-10-06 10:00:00,2024-10-06 11:48:00,Machine B4,1039
1040,2024-11-07 11:00:00,2024-11-07 13:14:00,Machine B0,1040
1041,2024-12-08 12:00:00,2024-12-08 13:40:00,Machine B1,1041
1042,2024-01-09 13:00:00,2024-01-09 15:51:00,Machine B2,1042
1043,2024-02-10 14:00:00,2024-02-10 16:25:00,Machine B3,1043
1044,2024-03-11 09:00:00,2024-03-11 10:08:00,Machine B4,1044
1045,2024-04-12 10:00:00,2024-04-12 11:47:00,Machine B0,1045
1046,2024-05-13 11:00:00,2024-05-13 13:50:00,Machine B1,1046
1047,2024-06-14 12:00:00,2024-06-14 14:40:00,Machine B2,1047
1048,2024-07-15 13:00:00,2024-07-15 15:11:00,Machine B3,1048
1049,2024-08-16 14:00:00,2024-08-16 16:49:00,Machine B4,1049
1050,2024-09-17 09:00:00,2024-09-17 11:58:00,Machine B0,1050
1051,2024-10-18 10:00:00,2024-10-18 12:22:00,Machine B1,1051
1052,2024-11-19 11:00:00,2024-11-19 12:29:00,Machine B2,1052
1053,2024-12-20 12:00:00,2024-12-20 13:46:00,Machine B3,1053
1054,2024-01-21 13:00:00,2024-01-21 15:29:00,Machine B4,1054
1055,2024-02-22 14:00:00,2024-02-22 15:55:00,Machine B0,1055
1056,2024-03-23 09:00:00,2024-03-23 11:13:00,Machine B1,1056
1057,2024-04-24 10:00:00,2024-04-24 11:16:00,Machine B2,1057
1058,2024-05-25 11:00:00,2024-05-25 13:45:00,Machine B3,1058
1059,2024-06-26 12:00:00,2024-06-26 13:33:00,Machine B4,1059
1060,2024-07-27 13:00:00,2024-07-27 14:26:00,Machine B0,1060
1061,2024-08-28 14:00:00,2024-08-28 16:54:00,Machine B1,1061
1062,2024-09-01 09:00:00,2024-09-01 10:40:00,Machine B2,1062
1063,2024-10-02 10:00:00,2024-10-02 11:56:00,Machine B3,1063
1064,2024-11-03 11:00:00,2024-11-03 13:18:00,Machine B4,1064
1065,2024-12-04 12:00:00,2024-12-04 14:52:00,Machine B0,1065
1066,2024-01-05 13:00:00,2024-01-05 14:42:00,Machine B1,1066
1067,2024-02-06 14:00:00,2024-02-06 15:03:00,Machine B2,1067
1068,2024-03-07 09:00:00,2024-03-07 11:02:00,Machine B3,1068
1069,2024-04-08 10:00:00,2024-04-08 11:53:00,Machine B4,1069
1070,2024-05-09 11:00:00,2024-05-09 13:37:00,Machine B0,1070
1071,2024-06-10 12:00:00,2024-06-10 14:31:00,Machine B1,1071
1072,2024-07-11 13:00:00,2024-07-11 15:19:00,Machine B2,1072
1073,2024-08-12 14:00:00,2024-08-12 15:45:00,Machine B3,1073
1074,2024-09-13 09:00:00,2024-09-13 11:36:00,Machine B4,1074
1075,2024-10-14 10:00:00,2024-10-14 11:13:00,Machine B0,1075
1076,2024-11-15 11:00:00,2024-11-15 13:08:00,Machine B1,1076
1077,2024-12-16 12:00:00,2024-12-16 14:00:00,Machine B2,1077
1078,2024-01-17 13:00:00,2024-01-17 15:11:00,Machine B3,1078
1079,2024-02-18 14:00:00,2024-02-18 15:11:00,Machine B4,1079
1080,2024-03-19 09:00:00,2024-03-19 10:11:00,Machine B0,1080
1081,2024-04-20 10:00:00,2024-04-20 11:15:00,Machine B1,1081
1082,2024-05-21 11:00:00,2024-05-21 12:27:00,Machine B2,1082
1083,2024-06-22 12:00:00,2024-06-22 13:23:00,Machine B3,1083
1084,2024-07-23 13:00:00,2024-07-23 15:04:00,Machine B4,1084
1085,2024-08-24 14:00:00,2024-08-24 16:21:00,Machine B0,1085
1086,2024-09-25 09:00:00,2024-09-25 10:25:00,Machine B1,1086
1087,2024-10-26 10:00:00,2024-10-26 12:55:00,Machine B2,1087
1088,2024-11-27 11:00:00,2024-11-27 13:49:00,Machine B3,1088
1089,2024-12-28 12:00:00,2024-12-28 14:23:00,Machine B4,1089
1090,2024-01-01 13:00:00,2024-01-01 14:03:00,Machine B0,1090
1091,2024-02-02 14:00:00,2024-02-02 16:43:00,Machine B1,1091
1092,2024-03-03 09:00:00,2024-03-03 11:44:00,Machine B2,1092
1093,2024-04-04 10:00:00,2024-04-04 11:07:00,Machine B3,1093
1094,2024-05-05 11:00:00,2024-05-05 12:05:00,Machine B4,1094
1095,2024-06-06 12:00:00,2024-06-06 14:54:00,Machine B0,1095
1096,2024-07-07 13:00:00,2024-07-07 14:39:00,Machine B1,1096
1097,2024-08-08 14:00:00,2024-08-08 15:00:00,Machine B2,1097
1098,2024-09-09 09:00:00,2024-09-09 11:35:00,Machine B3,1098
1099,2024-10-10 10:00:00,2024-10-10 11:52:00,Machine B4,1099
1100,2024-11-11 11:00:00,2024-11-11 12:51:00,Machine B0,1100
1101,2024-12-12 12:00:00,2024-12-12 14:31:00,Machine B1,1101
1102,2024-01-13 13:00:00,2024-01-13 15:03:00,Machine B2,1102
1103,2024-02-14 14:00:00,2024-02-14 16:58:00,Machine B3,1103
1104,2024-03-15 09:00:00,2024-03-15 10:25:00,Machine B4,1104
1105,2024-04-16 10:00:00,2024-04-16 12:59:00,Machine B0,1105
1106,2024-05-17 11:00:00,2024-05-17 13:13:00,Machine B1,1106
1107,2024-06-18 12:00:00,2024-06-18 14:33:00,Machine B2,1107
1108,2024-07-19 13:00:00,2024-07-19 15:26:00,Machine B3,1108
1109,2024-08-20 14:00:00,2024-08-20 15:52:00,Machine B4,1109
1110,2024-09-21 09:00:00,2024-09-21 11:15:00,Machine B0,1110
1111,2024-10-22 10:00:00,2024-10-22 12:43:00,Machine B1,1111
1112,2024-11-23 11:00:00,2024-11-23 12:28:00,Machine B2,1112
1113,2024-12-24 12:00:00,2024-12-24 14:06:00,Machine B3,1113
1114,2024-01-25 13:00:00,2024-01-25 15:30:00,Machine B4,1114
1115,2024-02-26 14:00:00,2024-02-26 16:57:00,Machine B0,1115
1116,2024-03-27 09:00:00,2024-03-27 10:55:00,Machine B1,1116
1117,2024-04-28 10:00:00,2024-04-28 11:03:00,Machine B2,1117
1118,2024-05-01 11:00:00,2024-05-01 12:09:00,Machine B3,1118
1119,2024-06-02 12:00:00,2024-06-02 13:02:00,Machine B4,1119
1120,2024-07-03 13:00:00,2024-07-03 15:58:00,Machine B0,1120
1121,2024-08-04 14:00:00,2024-08-04 15:32:00,Machine B1,1121
1122,2024-09-05 09:00:00,2024-09-05 11:04:00,Machine B2,1122
1123,2024-10-06 10:00:00,2024-10-06 11:52:00,Machine B3,1123
1124,2024-11-07 11:00:00,2024-11-07 12:23:00,Machine B4,1124
1125,2024-12-08 12:00:00,2024-12-08 13:01:00,Machine B0,1125
1126,2024-01-09 13:00:00,2024-01-09 15:54:00,Machine B1,1126
1127,2024-02-10 14:00:00,2024-02-10 15:10:00,Machine B2,1127
1128,2024-03-11 09:00:00,2024-03-11 10:11:00,Machine B3,1128
1129,2024-04-12 10:00:00,2024-04-12 11:26:00,Machine B4,1129
1130,2024-05-13 11:00:00,2024-05-13 12:22:00,Machine B0,1130
1131,2024-06-14 12:00:00,2024-06-14 13:16:00,Machine B1,1131
1132,2024-07-15 13:00:00,2024-07-15 15:01:00,Machine B2,1132
1133,2024-08-16 14:00:00,2024-08-16 15:42:00,Machine B3,1133
1134,2024-09-17 09:00:00,2024-09-17 11:29:00,Machine B4,1134
1135,2024-10-18 10:00:00,2024-10-18 11:21:00,Machine B0,1135
1136,2024-11-19 11:00:00,2024-11-19 12:39:00,Machine B1,1136
1137,2024-12-20 12:00:00,2024-12-20 13:10:00,Machine B2,1137
1138,2024-01-21 13:00:00,2024-01-21 14:10:00,Machine B3,1138
1139,2024-02-22 14:00:00,2024-02-22 15:26:00,Machine B4,1139
1140,2024-03-23 09:00:00,2024-03-23 11:33:00,Machine B0,1140
1141,2024-04-24 10:00:00,2024-04-24 11:14:00,Machine B1,1141
1142,2024-05-25 11:00:00,2024-05-25 13:13:00,Machine B2,1142
1143,2024-06-26 12:00:00,2024-06-26 14:21:00,Machine B3,1143
1144,2024-07-27 13:00:00,2024-07-27 15:41:00,Machine B4,1144
1145,2024-08-28 14:00:00,2024-08-28 16:54:00,Machine B0,1145
1146,2024-09-01 09:00:00,2024-09-01 11:31:00,Machine B1,1146
1147,2024-10-02 10:00:00,2024-10-02 12:16:00,Machine B2,1147
1148,2024-11-03 11:00:00,2024-11-03 12:11:00,Machine B3,1148
1149,2024-12-04 12:00:00,2024-12-04 14:21:00,Machine B4,1149
1150,2024-01-05 13:00:00,2024-01-05 14:05:00,Machine B0,1150
1151,2024-02-06 14:00:00,2024-02-06 15:12:00,Machine B1,1151
1152,2024-03-07 09:00:00,2024-03-07 10:46:00,Machine B2,1152
1153,2024-04-08 10:00:00,2024-04-08 12:18:00,Machine B3,1153
1154,2024-05-09 11:00:00,2024-05-09 12:44:00,Machine B4,1154
1155,2024-06-10 12:00:00,2024-06-10 13:49:00,Machine B0,1155
1156,2024-07-11 13:00:00,2024-07-11 14:04:00,Machine B1,1156
1157,2024-08-12 14:00:00,2024-08-12 15:43:00,Machine B2,1157
1158,2024-09-13 09:00:00,2024-09-13 10:51:00,Machine B3,1158
1159,2024-10-14 10:00:00,2024-10-14 12:05:00,Machine B4,1159
1160,2024-11-15 11:00:00,2024-11-15 13:01:00,Machine B0,1160
1161,2024-12-16 12:00:00,2024-12-16 13:13:00,Machine B1,1161
1162,2024-01-17 13:00:00,2024-01-17 15:06:00,Machine B2,1162
1163,2024-02-18 14:00:00,2024-02-18 16:39:00,Machine B3,1163
1164,2024-03-19 09:00:00,2024-03-19 10:54:00,Machine B4,1164
1165,2024-04-20 10:00:00,2024-04-20 12:55:00,Machine B0,1165
1166,2024-05-21 11:00:00,2024-05-21 13:03:00,Machine B1,1166
1167,2024-06-22 12:00:00,2024-06-22 14:30:00,Machine B2,1167
1168,2024-07-23 13:00:00,2024-07-23 15:52:00,Machine B3,1168
1169,2024-08-24 14:00:00,2024-08-24 15:45:00,Machine B4,1169
1170,2024-09-25 09:00:00,2024-09-25 10:10:00,Machine B0,1170
1171,2024-10-26 10:00:00,2024-10-26 11:08:00,Machine B1,1171
1172,2024-11-27 11:00:00,2024-11-27 12:39:00,Machine B2,1172
1173,2024-12-28 12:00:00,2024-12-28 14:46:00,Machine B3,1173
1174,2024-01-01 13:00:00,2024-01-01 14:11:00,Machine B4,1174
1175,2024-02-02 14:00:00,2024-02-02 16:19:00,Machine B0,1175
1176,2024-03-03 09:00:00,2024-03-03 10:22:00,Machine B1,1176
1177,2024-04-04 10:00:00,2024-04-04 11:49:00,Machine B2,1177
1178,2024-05-05 11:00:00,2024-05-05 13:12:00,Machine B3,1178
1179,2024-06-06 12:00:00,2024-06-06 14:06:00,Machine B4,1179
1180,2024-07-07 13:00:00,2024-07-07 14:42:00,Machine B0,1180
1181,2024-08-08 14:00:00,2024-08-08 16:49:00,Machine B1,1181
1182,2024-09-09 09:00:00,2024-09-09 10:05:00,Machine B2,1182
1183,2024-10-10 10:00:00,2024-10-10 11:17:00,Machine B3,1183
1184,2024-11-11 11:00:00,2024-11-11 12:38:00,Machine B4,1184
1185,2024-12-12 12:00:00,2024-12-12 14:25:00,Machine B0,1185
1186,2024-01-13 13:00:00,2024-01-13 15:25:00,Machine B1,1186
1187,2024-02-14 14:00:00,2024-02-14 15:35:00,Machine B2,1187
1188,2024-03-15 09:00:00,2024-03-15 11:57:00,Machine B3,1188
1189,2024-04-16 10:00:00,2024-04-16 11:23:00,Machine B4,1189
1190,2024-05-17 11:00:00,2024-05-17 12:45:00,Machine B0,1190
1191,2024-06-18 12:00:00,2024-06-18 13:59:00,Machine B1,1191
1192,2024-07-19 13:00:00,2024-07-19 14:11:00,Machine B2,1192
1193,2024-08-20 14:00:00,2024-08-20 15:00:00,Machine B3,1193
1194,2024-09-21 09:00:00,2024-09-21 11:55:00,Machine B4,1194
1195,2024-10-22 10:00:00,2024-10-22 12:38:00,Machine B0,1195
1196,2024-11-23 11:00:00,2024-11-23 13:44:00,Machine B1,1196
1197,2024-12-24 12:00:00,2024-12-24 13:05:00,Machine B2,1197
1198,2024-01-25 13:00:00,2024-01-25 15:31:00,Machine B3,1198
1199,2024-02-26 14:00:00,2024-02-26 16:08:00,Machine B4,1199
1200,2024-03-27 09:00:00,2024-03-27 11:50:00,Machine B0,1200
1201,2024-04-28 10:00:00,2024-04-28 11:04:00,Machine B1,1201
1202,2024-05-01 11:00:00,2024-05-01 12:34:00,Machine B2,1202
1203,2024-06-02 12:00:00,2024-06-02 14:48:00,Machine B3,1203
1204,2024-07-03 13:00:00,2024-07-03 15:46:00,Machine B4,1204
1205,2024-08-04 14:00:00,2024-08-04 16:33:00,Machine B0,1205
1206,2024-09-05 09:00:00,2024-09-05 10:31:00,Machine B1,1206
1207,2024-10-06 10:00:00,2024-10-06 12:04:00,Machine B2,1207
1208,2024-11-07 11:00:00,2024-11-07 12:18:00,Machine B3,1208
1209,2024-12-08 12:00:00,2024-12-08 13:06:00,Machine B4,1209
1210,2024-01-09 13:00:00,2024-01-09 15:42:00,Machine B0,1210
1211,2024-02-10 14:00:00,2024-02-10 16:46:00,Machine B1,1211
1212,2024-03-11 09:00:00,2024-03-11 10:17:00,Machine B2,1212
1213,2024-04-12 10:00:00,2024-04-12 12:48:00,Machine B3,1213
1214,2024-05-13 11:00:00,2024-05-13 13:32:00,Machine B4,1214
1215,2024-06-14 12:00:00,2024-06-14 13:53:00,Machine B0,1215
1216,2024-07-15 13:00:00,2024-07-15 15:38:00,Machine B1,1216
1217,2024-08-16 14:00:00,2024-08-16 16:38:00,Machine B2,1217
1218,2024-09-17 09:00:00,2024-09-17 11:20:00,Machine B3,1218
1219,2024-10-18 10:00:00,2024-10-18 11:24:00,Machine B4,1219
1220,2024-11-19 11:00:00,2024-11-19 12:06:00,Machine B0,1220
1221,2024-12-20 12:00:00,2024-12-20 13:13:00,Machine B1,1221
1222,2024-01-21 13:00:00,2024-01-21 14:44:00,Machine B2,1222
1223,2024-02-22 14:00:00,2024-02-22 15:46:00,Machine B3,1223
1224,2024-03-23 09:00:00,2024-03-23 10:55:00,Machine B4,1224
1225,2024-04-24 10:00:00,2024-04-24 12:54:00,Machine B0,1225
1226,2024-05-25 11:00:00,2024-05-25 13:05:00,Machine B1,1226
1227,2024-06-26 12:00:00,2024-06-26 13:55:00,Machine B2,1227
1228,2024-07-27 13:00:00,2024-07-27 15:13:00,Machine B3,1228
1229,2024-08-28 14:00:00,2024-08-28 16:40:00,Machine B4,1229
1230,2024-09-01 09:00:00,2024-09-01 10:01:00,Machine B0,1230
1231,2024-10-02 10:00:00,2024-10-02 11:01:00,Machine B1,1231
1232,2024-11-03 11:00:00,2024-11-03 12:16:00,Machine B2,1232
1233,2024-12-04 12:00:00,2024-12-04 13:57:00,Machine B3,1233
1234,2024-01-05 13:00:00,2024-01-05 15:06:00,Machine B4,1234
1235,2024-02-06 14:00:00,2024-02-06 15:22:00,Machine B0,1235
1236,2024-03-07 09:00:00,2024-03-07 10:49:00,Machine B1,1236
1237,2024-04-08 10:00:00,2024-04-08 11:47:00,Machine B2,1237
1238,2024-05-09 11:00:00,2024-05-09 13:10:00,Machine B3,1238
1239,2024-06-10 12:00:00,2024-06-10 14:40:00,Machine B4,1239
1240,2024-07-11 13:00:00,2024-07-11 14:57:00,Machine B0,1240
1241,2024-08-12 14:00:00,2024-08-12 16:09:00,Machine B1,1241
1242,2024-09-13 09:00:00,2024-09-13 10:21:00,Machine B2,1242
1243,2024-10-14 10:00:00,2024-10-14 12:35:00,Machine B3,1243
1244,2024-11-15 11:00:00,2024-11-15 13:58:00,Machine B4,1244
1245,2024-12-16 12:00:00,2024-12-16 14:15:00,Machine B0,1245
1246,2024-01-17 13:00:00,2024-01-17 15:56:00,Machine B1,1246
1247,2024-02-18 14:00:00,2024-02-18 15:20:00,Machine B2,1247
1248,2024-03-19 09:00:00,2024-03-19 11:56:00,Machine B3,1248
1249,2024-04-20 10:00:00,2024-04-20 11:52:00,Machine B4,1249
1250,2024-05-21 11:00:00,2024-05-21 12:42:00,Machine B0,1250
1251,2024-06-22 12:00:00,2024-06-22 13:07:00,Machine B1,1251
1252,2024-07-23 13:00:00,2024-07-23 14:23:00,Machine B2,1252
1253,2024-08-24 14:00:00,2024-08-24 15:40:00,Machine B3,1253
1254,2024-09-25 09:00:00,2024-09-25 11:18:00,Machine B4,1254
1255,2024-10-26 10:00:00,2024-10-26 11:04:00,Machine B0,1255
1256,2024-11-27 11:00:00,2024-11-27 12:19:00,Machine B1,1256
1257,2024-12-28 12:00:00,2024-12-28 14:44:00,Machine B2,1257
1258,2024-01-01 13:00:00,2024-01-01 14:26:00,Machine B3,1258
1259,2024-02-02 14:00:00,2024-02-02 16:29:00,Machine B4,1259
1260,2024-03-03 09:00:00,2024-03-03 10:29:00,Machine B0,1260
1261,2024-04-04 10:00:00,2024-04-04 12:14:00,Machine B1,1261
1262,2024-05-05 11:00:00,2024-05-05 12:50:00,Machine B2,1262
1263,2024-06-06 12:00:00,2024-06-06 14:55:00,Machine B3,1263
1264,2024-07-07 13:00:00,2024-07-07 15:52:00,Machine B4,1264
1265,2024-08-08 14:00:00,2024-08-08 15:38:00,Machine B0,1265
1266,2024-09-09 09:00:00,2024-09-09 11:35:00,Machine B1,1266
1267,2024-10-10 10:00:00,2024-10-10 12:49:00,Machine B2,1267
1268,2024-11-11 11:00:00,2024-11-11 12:20:00,Machine B3,1268
1269,2024-12-12 12:00:00,2024-12-12 14:40:00,Machine B4,1269
1270,2024-01-13 13:00:00,2024-01-13 14:01:00,Machine B0,1270
1271,2024-02-14 14:00:00,2024-02-14 16:31:00,Machine B1,1271
1272,2024-03-15 09:00:00,2024-03-15 10:43:00,Machine B2,1272
1273,2024-04-16 10:00:00,2024-04-16 12:01:00,Machine B3,1273
1274,2024-05-17 11:00:00,2024-05-17 13:14:00,Machine B4,1274
1275,2024-06-18 12:00:00,2024-06-18 13:06:00,Machine B0,1275
1276,2024-07-19 13:00:00,2024-07-19 14:13:00,Machine B1,1276
1277,2024-08-20 14:00:00,2024-08-20 15:36:00,Machine B2,1277
1278,2024-09-21 09:00:00,2024-09-21 10:44:00,Machine B3,1278
1279,2024-10-22 10:00:00,2024-10-22 12:20:00,Machine B4,1279
1280,2024-11-23 11:00:00,2024-11-23 12:13:00,Machine B0,1280
1281,2024-12-24 12:00:00,2024-12-24 13:42:00,Machine B1,1281
1282,2024-01-25 13:00:00,2024-01-25 15:48:00,Machine B2,1282
1283,2024-02-26 14:00:00,2024-02-26 15:03:00,Machine B3,1283
1284,2024-03-27 09:00:00,2024-03-27 10:39:00,Machine B4,1284
1285,2024-04-28 10:00:00,2024-04-28 11:48:00,Machine B0,1285
1286,2024-05-01 11:00:00,2024-05-01 12:33:00,Machine B1,1286
1287,2024-06-02 12:00:00,2024-06-02 13:56:00,Machine B2,1287
1288,2024-07-03 13:00:00,2024-07-03 15:48:00,Machine B3,1288
1289,2024-08-04 14:00:00,2024-08-04 16:43:00,Machine B4,1289
1290,2024-09-05 09:00:00,2024-09-05 10:54:00,Machine B0,1290
1291,2024-10-06 10:00:00,2024-10-06 11:25:00,Machine B1,1291
1292,2024-11-07 11:00:00,2024-11-07 12:45:00,Machine B2,1292
1293,2024-12-08 12:00:00,2024-12-08 14:44:00,Machine B3,1293
1294,2024-01-09 13:00:00,2024-01-09 14:43:00,Machine B4,1294
1295,2024-02-10 14:00:00,2024-02-10 16:22:00,Machine B0,1295
1296,2024-03-11 09:00:00,2024-03-11 11:42:00,Machine B1,1296
1297,2024-04-12 10:00:00,2024-04-12 12:20:00,Machine B2,1297
1298,2024-05-13 11:00:00,2024-05-13 12:35:00,Machine B3,1298
1299,2024-06-14 12:00:00,2024-06-14 14:16:00,Machine B4,1299
1300,2024-07-15 13:00:00,2024-07-15 14:52:00,Machine B0,1300
1301,2024-08-16 14:00:00,2024-08-16 16:31:00,Machine B1,1301
1302,2024-09-17 09:00:00,2024-09-17 11:20:00,Machine B2,1302
1303,2024-10-18 10:00:00,2024-10-18 11:18:00,Machine B3,1303
1304,2024-11-19 11:00:00,2024-11-19 12:08:00,Machine B4,1304
1305,2024-12-20 12:00:00,2024-12-20 13:49:00,Machine B0,1305
1306,2024-01-21 13:00:00,2024-01-21 14:47:00,Machine B1,1306
1307,2024-02-22 14:00:00,2024-02-22 16:14:00,Machine B2,1307
1308,2024-03-23 09:00:00,2024-03-23 10:42:00,Machine B3,1308
1309,2024-04-24 10:00:00,2024-04-24 11:03:00,Machine B4,1309
1310,2024-05-25 11:00:00,2024-05-25 13:49:00,Machine B0,1310
1311,2024-06-26 12:00:00,2024-06-26 14:49:00,Machine B1,1311
1312,2024-07-27 13:00:00,2024-07-27 14:43:00,Machine B2,1312
1313,2024-08-28 14:00:00,2024-08-28 15:40:00,Machine B3,1313
1314,2024-09-01 09:00:00,2024-09-01 11:41:00,Machine B4,1314
1315,2024-10-02 10:00:00,2024-10-02 11:06:00,Machine B0,1315
1316,2024-11-03 11:00:00,2024-11-03 12:29:00,Machine B1,1316
1317,2024-12-04 12:00:00,2024-12-04 13:47:00,Machine B2,1317
1318,2024-01-05 13:00:00,2024-01-05 15:45:00,Machine B3,1318
1319,2024-02-06 14:00:00,2024-02-06 16:42:00,Machine B4,1319
1320,2024-03-07 09:00:00,2024-03-07 10:55:00,Machine B0,1320
1321,2024-04-08 10:00:00,2024-04-08 12:16:00,Machine B1,1321
1322,2024-05-09 11:00:00,2024-05-09 13:23:00,Machine B2,1322
1323,2024-06-10 12:00:00,2024-06-10 14:02:00,Machine B3,1323
1324,2024-07-11 13:00:00,2024-07-11 14:28:00,Machine B4,1324
1325,2024-08-12 14:00:00,2024-08-12 16:26:00,Machine B0,1325
1326,2024-09-13 09:00:00,2024-09-13 10:48:00,Machine B1,1326
1327,2024-10-14 10:00:00,2024-10-14 11:33:00,Machine B2,1327
1328,2024-11-15 11:00:00,2024-11-15 12:22:00,Machine B3,1328
1329,2024-12-16 12:00:00,2024-12-16 13:16:00,Machine B4,1329
